fid,hovedtyper_fkey,langkode,kode_id,navn
27,303,NiN-3.0-T-C-PE-NA-MB-MC04-M020-08,MC04-M020-08,MC04-M020-08 Brakkvannsbunn preget av disruptiv sedimentasjon
28,303,NiN-3.0-T-C-PE-NA-MB-MC04-M020-07,MC04-M020-07,MC04-M020-07 Ekstrembrakk svært kalkrik dy- og gytjebunn
29,303,NiN-3.0-T-C-PE-NA-MB-MC04-M020-02,MC04-M020-02,MC04-M020-02 Nokså brakk finmaterialrik bunn av uorganisk substrat
30,303,NiN-3.0-T-C-PE-NA-MB-MC04-M020-01,MC04-M020-01,MC04-M020-01 Nokså brakk finmaterialfattig og noe rik bunn av uorganisk substrat
31,303,NiN-3.0-T-C-PE-NA-MB-MC04-M020-06,MC04-M020-06,MC04-M020-06 Ekstrembrakk moderat kalkrik dy- og gytjebunn
32,303,NiN-3.0-T-C-PE-NA-MB-MC04-M020-05,MC04-M020-05,MC04-M020-05 Nokså brakk dy- og gytjebunn
33,303,NiN-3.0-T-C-PE-NA-MB-MC04-M020-04,MC04-M020-04,MC04-M020-04 Ekstrembrakk finmaterialrik bunn av uorganisk substrat
34,303,NiN-3.0-T-C-PE-NA-MB-MC04-M020-03,MC04-M020-03,MC04-M020-03 Ekstrembrakk finmaterialfattig og noe rik bunn av uorganisk substrat
35,304,NiN-3.0-T-C-PE-NA-MB-MC03-M020-03,MC03-M020-03,MC03-M020-03 Temporært litoralbassengbunn i supralittoral
36,304,NiN-3.0-T-C-PE-NA-MB-MC03-M020-02,MC03-M020-02,MC03-M020-02 Permanent litoralbassengbunn i supralittoral
37,304,NiN-3.0-T-C-PE-NA-MB-MC03-M020-01,MC03-M020-01,MC03-M020-01 Permanent littoralbassengbunn i geolittoral
38,305,NiN-3.0-T-C-PE-NA-MB-MC02-M020-04,MC02-M020-04,MC02-M020-04 Eksponert fastbunn i ekstrem-brakt vann ovenfor rødalgebeltet
39,305,NiN-3.0-T-C-PE-NA-MB-MC02-M020-03,MC02-M020-03,MC02-M020-03 Bunn preget av trådalger i ekstrem-brakt vann ovenfor rødalgebeltet
40,305,NiN-3.0-T-C-PE-NA-MB-MC02-M020-02,MC02-M020-02,MC02-M020-02 Eksponert fast brakkvannsbunn og bergvegg i eufotisk sone
41,305,NiN-3.0-T-C-PE-NA-MB-MC02-M020-01,MC02-M020-01,MC02-M020-01 Godt beskyttet fast brakkvannsbunn og bergvegg ovenfor rødalgebeltet
42,306,NiN-3.0-T-C-PE-NA-MB-MC01-M020-02,MC01-M020-02,MC01-M020-02 Ekstrembrakk fast fjærebeltebunn
43,306,NiN-3.0-T-C-PE-NA-MB-MC01-M020-01,MC01-M020-01,MC01-M020-01 Nokså brakk fast fjærebeltebunn
44,307,NiN-3.0-T-C-PE-NA-MB-MB03-M020-01,MB03-M020-01,MB03-M020-01 Kysttilknyttet korallrev-bunn
45,307,NiN-3.0-T-C-PE-NA-MB-MB03-M020-02,MB03-M020-02,MB03-M020-02 Havtilknyttet korallrev-bunn
46,308,NiN-3.0-T-C-PE-NA-MB-MB02-M020-01,MB02-M020-01,MB02-M020-01 Saltvanns-undervannseng
47,309,NiN-3.0-T-C-PE-NA-MB-MB01-M020-03,MB01-M020-03,MB01-M020-03 Ekstrembrakk helofyttsump
48,309,NiN-3.0-T-C-PE-NA-MB-MB01-M020-02,MB01-M020-02,MB01-M020-02 Nokså brakk helofyttsump
49,309,NiN-3.0-T-C-PE-NA-MB-MB01-M020-01,MB01-M020-01,MB01-M020-01 Salt helofyttsump
50,310,NiN-3.0-T-C-PE-NA-MB-MA06-M020-12,MA06-M020-12,MA06-M020-12 Overveiende uorganisk dyphavsvannssedimentbunn med abyssal næringstilførselsreduksjon
51,310,NiN-3.0-T-C-PE-NA-MB-MA06-M020-11,MA06-M020-11,MA06-M020-11 Afotisk saltvannsbunn av konsolidert leire
52,310,NiN-3.0-T-C-PE-NA-MB-MA06-M020-10,MA06-M020-10,MA06-M020-10 Afotisk finmaterialrik til -dominert dy- og gytjebunn i arktisk vann
53,310,NiN-3.0-T-C-PE-NA-MB-MA06-M020-09,MA06-M020-09,MA06-M020-09 Afotisk finmaterialfattig til noe rik uorganisk sedimentbunn i arktisk vann
54,310,NiN-3.0-T-C-PE-NA-MB-MA06-M020-02,MA06-M020-02,MA06-M020-02 Afotisk finmaterialrik til -dominert dy- og gytjebunn i kystvann
55,310,NiN-3.0-T-C-PE-NA-MB-MA06-M020-01,MA06-M020-01,MA06-M020-01 Afotisk finmaterialfattig til noe rik uorganisk sedimentbunn i kystvann
56,310,NiN-3.0-T-C-PE-NA-MB-MA06-M020-08,MA06-M020-08,MA06-M020-08 Finmaterialrik til -dominert dy- og gytjebunn i dyphavsvann
57,310,NiN-3.0-T-C-PE-NA-MB-MA06-M020-07,MA06-M020-07,MA06-M020-07 Finmaterialfattig til noe rik uorganisk sedimentbunn i dyphavsvann
58,310,NiN-3.0-T-C-PE-NA-MB-MA06-M020-06,MA06-M020-06,MA06-M020-06 Finmaterialrik til -dominert dy- og gytjebunn i intermediært vann
59,310,NiN-3.0-T-C-PE-NA-MB-MA06-M020-05,MA06-M020-05,MA06-M020-05 Finmaterialfattig til noe rik uorganisk sedimentbunn i intermediært vann
60,310,NiN-3.0-T-C-PE-NA-MB-MA06-M020-04,MA06-M020-04,MA06-M020-04 Afotisk finmaterialrik til -dominert dy- og gytjebunn i atlantisk vann
61,310,NiN-3.0-T-C-PE-NA-MB-MA06-M020-03,MA06-M020-03,MA06-M020-03 Afotisk finmaterialfattig til noe rik uorganisk sedimentbunn i atlantisk vann
62,311,NiN-3.0-T-C-PE-NA-MB-MA05-M020-01,MA05-M020-01,"MA05-M020-01 Finmaterialfattig eufotisk saltvanns-sedimentbunn av sand- skjellsand, grus eller rugl"
63,311,NiN-3.0-T-C-PE-NA-MB-MA05-M020-05,MA05-M020-05,MA05-M020-05 Eufotisk saltvanns-sedimentbunn av konsolidert leire
64,311,NiN-3.0-T-C-PE-NA-MB-MA05-M020-04,MA05-M020-04,"MA05-M020-04 Eufotisk saltvanns-sedimentbunn av leire, silt dy- og gytje eller myrtorv"
65,311,NiN-3.0-T-C-PE-NA-MB-MA05-M020-03,MA05-M020-03,MA05-M020-03 Noe finmaterialrik eufotisk saltvanns-sedimentbunn av sand- og grus
66,311,NiN-3.0-T-C-PE-NA-MB-MA05-M020-02,MA05-M020-02,MA05-M020-02 Finmaterialfattig eufotisk saltvanns-sedimentbunn av stein
67,312,NiN-3.0-T-C-PE-NA-MB-MA04-M020-06,MA04-M020-06,MA04-M020-06 Fjærebeltebunn av konsolidert leire
68,312,NiN-3.0-T-C-PE-NA-MB-MA04-M020-05,MA04-M020-05,MA04-M020-05 Noe finmaterialrik uorganisk marin sand- til grusbunn i øvre vannstrandbelte til midtre landstrandbelte
69,312,NiN-3.0-T-C-PE-NA-MB-MA04-M020-04,MA04-M020-04,MA04-M020-04 Finmaterialrik til -dominert uorganisk marin leire- til siltbunn i hydrolittoral til nederste geolittoral
70,312,NiN-3.0-T-C-PE-NA-MB-MA04-M020-03,MA04-M020-03,MA04-M020-03 Noe finmaterialrik marin sand- til grusbunn i nedre vannstrandbelte
71,312,NiN-3.0-T-C-PE-NA-MB-MA04-M020-02,MA04-M020-02,MA04-M020-02 Finmaterialfattig uorganisk steinbunn i fjærebeltet
72,312,NiN-3.0-T-C-PE-NA-MB-MA04-M020-01,MA04-M020-01,"MA04-M020-01 Finmaterialfattig uorganisk sand, skjellsand, rugl- og grusbunn i fjærebeltet"
73,313,NiN-3.0-T-C-PE-NA-MB-MA03-M020-02,MA03-M020-02,MA03-M020-02 Eksponert afotisk fastbunn i kystvann
74,313,NiN-3.0-T-C-PE-NA-MB-MA03-M020-10,MA03-M020-10,MA03-M020-10 Litt beskyttet til litt eksponert afotisk fastbunn i arktisk vann
75,313,NiN-3.0-T-C-PE-NA-MB-MA03-M020-09,MA03-M020-09,MA03-M020-09 Beskyttet afotisk fastbunn i arktisk vann
76,313,NiN-3.0-T-C-PE-NA-MB-MA03-M020-08,MA03-M020-08,MA03-M020-08 Litt beskyttet til litt eksponert fastbunn i dyphavsvann
77,313,NiN-3.0-T-C-PE-NA-MB-MA03-M020-07,MA03-M020-07,MA03-M020-07 Beskyttet fastbunn i dyphavsvann
78,313,NiN-3.0-T-C-PE-NA-MB-MA03-M020-06,MA03-M020-06,MA03-M020-06 Litt beskyttet til litt eksponert fastbunn i intermediært vann
79,313,NiN-3.0-T-C-PE-NA-MB-MA03-M020-05,MA03-M020-05,MA03-M020-05 Beskyttet fastbunn i intermediært vann
80,313,NiN-3.0-T-C-PE-NA-MB-MA03-M020-04,MA03-M020-04,MA03-M020-04 Litt beskyttet til litt eksponert afotisk fastbunn i atlantisk vann
81,313,NiN-3.0-T-C-PE-NA-MB-MA03-M020-03,MA03-M020-03,MA03-M020-03 Beskyttet afotisk fastbunn i atlantisk vann
82,313,NiN-3.0-T-C-PE-NA-MB-MA03-M020-01,MA03-M020-01,MA03-M020-01 Beskyttet afotisk fastbunn i kystvann
83,314,NiN-3.0-T-C-PE-NA-MB-MA02-M020-05,MA02-M020-05,MA02-M020-05 Moderat til ganske eksponert fast saltvannsbunn og bergvegg i rødalgebeltet
84,314,NiN-3.0-T-C-PE-NA-MB-MA02-M020-07,MA02-M020-07,MA02-M020-07 Moderat til ganske eksponert saltvanns-fastbunn med store hulrom i rødalgebeltet
85,314,NiN-3.0-T-C-PE-NA-MB-MA02-M020-06,MA02-M020-06,MA02-M020-06 Moderat til ganske eksponert saltvanns-fastbunn med store hulrom ovenfor rødalgebeltet
86,314,NiN-3.0-T-C-PE-NA-MB-MA02-M020-08,MA02-M020-08,MA02-M020-08 Svært til ekstremt eksponert eufotisk saltvanns-fastbunn med store hulrom
87,314,NiN-3.0-T-C-PE-NA-MB-MA02-M020-04,MA02-M020-04,MA02-M020-04 Beskyttet saltvannsbunn og bergvegg i rødalgebeltet
88,314,NiN-3.0-T-C-PE-NA-MB-MA02-M020-03,MA02-M020-03,MA02-M020-03 Svært til ekstremt eksponert fast saltvannsbunn ovenfor rødalgebeltet
89,314,NiN-3.0-T-C-PE-NA-MB-MA02-M020-02,MA02-M020-02,MA02-M020-02 Moderat til ganske eksponert saltvannsbunn og bergvegg ovenfor rødalgebeltet
90,314,NiN-3.0-T-C-PE-NA-MB-MA02-M020-01,MA02-M020-01,MA02-M020-01 Beskyttet fast saltvannsbunn og bergvegg ovenfor rødalgebeltet
91,315,NiN-3.0-T-C-PE-NA-MB-MA01-M020-02,MA01-M020-02,MA01-M020-02 Ganske til ekstremt eksponert fast saltvanns-fjærebeltebunn
92,315,NiN-3.0-T-C-PE-NA-MB-MA01-M020-01,MA01-M020-01,MA01-M020-01 Beskyttet til moderat eksponert fast saltvanns-fjærebeltebunn
93,316,NiN-3.0-T-C-PE-NA-MB-VC03-M020-02,VC03-M020-02,VC03-M020-02 Klart kalkrik grunnkilde
94,316,NiN-3.0-T-C-PE-NA-MB-VC03-M020-01,VC03-M020-01,VC03-M020-01 Litt kalkfattig til litt kalkrik grunnkilde
95,317,NiN-3.0-T-C-PE-NA-MB-VC02-M020-02,VC02-M020-02,VC02-M020-02 Klart kalkrik torvmarkskilde
96,317,NiN-3.0-T-C-PE-NA-MB-VC02-M020-01,VC02-M020-01,VC02-M020-01 Litt kalkfattig til litt kalkrik torvmarkskilde
97,318,NiN-3.0-T-C-PE-NA-MB-VC01-M020-02,VC01-M020-02,VC01-M020-02 Rabbepreget nedbørsmyr-myrtue på permafrost
98,318,NiN-3.0-T-C-PE-NA-MB-VC01-M020-01,VC01-M020-01,VC01-M020-01 Åpen nedbørsmyr uten permafrost
99,319,NiN-3.0-T-C-PE-NA-MB-VB01-M020-01,VB01-M020-01,VB01-M020-01 Svært kalkfattig til svakt intermediær myr- og sumpskogsmark
100,319,NiN-3.0-T-C-PE-NA-MB-VB01-M020-03,VB01-M020-03,VB01-M020-03 Klart kalkrik myr- og sumpskogsmark
101,319,NiN-3.0-T-C-PE-NA-MB-VB01-M020-02,VB01-M020-02,VB01-M020-02 Sterkt intermediær til litt kalkrik myr- og sumpskogsmark
102,320,NiN-3.0-T-C-PE-NA-MB-VA01-M020-04,VA01-M020-04,VA01-M020-04 Kalkrikt mattenivå i myrkant med saltpåvirkning
103,320,NiN-3.0-T-C-PE-NA-MB-VA01-M020-03,VA01-M020-03,VA01-M020-03 Temmelig til ekstremt kalkrikt mattenivå i myrkant til nedre tuenivå
104,320,NiN-3.0-T-C-PE-NA-MB-VA01-M020-02,VA01-M020-02,VA01-M020-02 Sterkt intermediær til litt kalkrikt mattenivå i myrkant til tuenivå
105,320,NiN-3.0-T-C-PE-NA-MB-VA01-M020-01,VA01-M020-01,VA01-M020-01 Svært kalkfattig til svakt intermediær mykmatte til øvre tuenivå
106,321,NiN-3.0-T-C-PE-NA-MB-VO01-M020-01,VO01-M020-01,VO01-M020-01 Sterkt tråkkpreget våtmark
107,322,NiN-3.0-T-C-PE-NA-MB-VM06-M020-01,VM06-M020-01,VM06-M020-01 Ny grunn våtmark på menneskebetinget forsumpet fastmark
108,323,NiN-3.0-T-C-PE-NA-MB-VM05-M020-01,VM05-M020-01,VM05-M020-01 Ny grunn våtmark på tidligere ferskvannsbunn
109,324,NiN-3.0-T-C-PE-NA-MB-VM04-M020-01,VM04-M020-01,VM04-M020-01 Sterkt endret ikke torvproduserende våtmark
110,325,NiN-3.0-T-C-PE-NA-MB-VM03-M020-01,VM03-M020-01,VM03-M020-01 Ny torvmark på menneskebetinget forsumpet fastmark
111,326,NiN-3.0-T-C-PE-NA-MB-VM02-M020-01,VM02-M020-01,VM02-M020-01 Ny torvmark på tidligere ferskvannsbunn
112,327,NiN-3.0-T-C-PE-NA-MB-VM01-M020-04,VM01-M020-04,VM01-M020-04 Jordvannsmyr-torvtak
113,327,NiN-3.0-T-C-PE-NA-MB-VM01-M020-05,VM01-M020-05,VM01-M020-05 Nedbørsmyr-torvtak
114,327,NiN-3.0-T-C-PE-NA-MB-VM01-M020-03,VM01-M020-03,VM01-M020-03 Grøftet nedbørsmyr
115,327,NiN-3.0-T-C-PE-NA-MB-VM01-M020-02,VM01-M020-02,VM01-M020-02 Klart kalkrik grøftet jordvannsmyr
116,327,NiN-3.0-T-C-PE-NA-MB-VM01-M020-01,VM01-M020-01,VM01-M020-01 Kalkfattig til litt kalkrik grøftet jordvannsmyr
117,328,NiN-3.0-T-C-PE-NA-MB-VK02-M020-02,VK02-M020-02,VK02-M020-02 Klart kalkrik semi-naturlig våteng
118,328,NiN-3.0-T-C-PE-NA-MB-VK02-M020-01,VK02-M020-01,VK02-M020-01 Kalkfattig til litt kalkrik semi-naturlig våteng
119,329,NiN-3.0-T-C-PE-NA-MB-VK01-M020-02,VK01-M020-02,VK01-M020-02 Kalkrik slåttemyr
120,329,NiN-3.0-T-C-PE-NA-MB-VK01-M020-01,VK01-M020-01,VK01-M020-01 Kalkfattig til litt rik slåttemyr
121,330,NiN-3.0-T-C-PE-NA-MB-VI01-M020-03,VI01-M020-03,VI01-M020-03 Grøftet våtmarks-kalkskogsmark
122,330,NiN-3.0-T-C-PE-NA-MB-VI01-M020-04,VI01-M020-04,VI01-M020-04 Våtmarks-kalkskogsmark med treslagsskifte eller tilplanting
123,330,NiN-3.0-T-C-PE-NA-MB-VI01-M020-02,VI01-M020-02,VI01-M020-02 Ikke-kalkrik våtmarksskogsmark med treslagsskifte eller tilplanting
124,330,NiN-3.0-T-C-PE-NA-MB-VI01-M020-01,VI01-M020-01,VI01-M020-01 Ikke-kalkrik grøftet våtmarksskogsmark
125,331,NiN-3.0-T-C-PE-NA-MB-VG02-M020-02,VG02-M020-02,VG02-M020-02 Ny naturgitt grunn våtmark med innsjø- eller elvevannstilførsel
126,331,NiN-3.0-T-C-PE-NA-MB-VG02-M020-01,VG02-M020-01,VG02-M020-01 Ny naturgitt grunn våtmark med jordvannstilførsel eller kildepreg
127,332,NiN-3.0-T-C-PE-NA-MB-VG01-M020-01,VG01-M020-01,VG01-M020-01 Ny naturgitt torvmark med jordvannstilførsel eller kildepreg
128,332,NiN-3.0-T-C-PE-NA-MB-VG01-M020-02,VG01-M020-02,VG01-M020-02 Ny naturgitt torvmark med innsjø- eller elvevannstilførsel
129,333,NiN-3.0-T-C-PE-NA-MB-VF02-M020-02,VF02-M020-02,VF02-M020-02 Kalkrik innsjø-strandsumpskogsmark
130,333,NiN-3.0-T-C-PE-NA-MB-VF02-M020-03,VF02-M020-03,VF02-M020-03 Kalkrik saltpåvirket hav-strandsumpskogsmark
131,333,NiN-3.0-T-C-PE-NA-MB-VF02-M020-01,VF02-M020-01,VF02-M020-01 Intermediær til litt kalkrik innsjø-strandsumpskogsmark
132,334,NiN-3.0-T-C-PE-NA-MB-VF01-M020-01,VF01-M020-01,VF01-M020-01 Nedbørsmyr-skogsmark
133,335,NiN-3.0-T-C-PE-NA-MB-VE01-M020-02,VE01-M020-02,VE01-M020-02 Temmelig til ekstremt kalkrik oppfrysingsvåtmark
134,335,NiN-3.0-T-C-PE-NA-MB-VE01-M020-01,VE01-M020-01,VE01-M020-01 Kalkfattig til litt kalkrik oppfrysingsvåtmark
135,336,NiN-3.0-T-C-PE-NA-MB-VC05-M020-01,VC05-M020-01,VC05-M020-01 Permafrost-våtmark
136,337,NiN-3.0-T-C-PE-NA-MB-VC04-M020-04,VC04-M020-04,VC04-M020-04 Sterkt kalkrikt sent våtsnøleie og kilde-utgaver av snøleie
137,337,NiN-3.0-T-C-PE-NA-MB-VC04-M020-03,VC04-M020-03,VC04-M020-03 Kalkfattig til litt rikt sent våtsnøleie og kilde-utgaver av snøleie
138,337,NiN-3.0-T-C-PE-NA-MB-VC04-M020-02,VC04-M020-02,VC04-M020-02 Sterkt kalkrikt våtsnøleie og kildepåvirket snøleie
139,337,NiN-3.0-T-C-PE-NA-MB-VC04-M020-01,VC04-M020-01,VC04-M020-01 Kalkfattig til litt rikt moderat våtsnøleie og kildepåvirket snøleie
140,338,NiN-3.0-T-C-PE-NA-MB-TO04-M020-01,TO04-M020-01,TO04-M020-01 Upløyd jordbruksmark med intensivt hevdpreg
141,339,NiN-3.0-T-C-PE-NA-MB-TO03-M020-01,TO03-M020-01,TO03-M020-01 Oppdyrket varig eng
142,340,NiN-3.0-T-C-PE-NA-MB-TO02-M020-01,TO02-M020-01,TO02-M020-01 Oppdyrket mark med semi-naturlig engpreg
143,341,NiN-3.0-T-C-PE-NA-MB-TO01-M020-01,TO01-M020-01,TO01-M020-01 Åker
144,342,NiN-3.0-T-C-PE-NA-MB-TN03-M020-01,TN03-M020-01,"TN03-M020-01 Vegkanter, plener, parker og liknende uten semi-naturlig hevdpreg"
145,343,NiN-3.0-T-C-PE-NA-MB-TN02-M020-01,TN02-M020-01,"TN02-M020-01 Blomsterenger, usprøytete vegkanter og liknende med semi-naturlig hevdpreg"
146,344,NiN-3.0-T-C-PE-NA-MB-TN01-M020-01,TN01-M020-01,TN01-M020-01 Blomsterbed og annen hyppig bearbeidet mark
147,345,NiN-3.0-T-C-PE-NA-MB-TM06-M020-02,TM06-M020-02,TM06-M020-02 Sterkt endret skogsmark i mellomsuksesjonsstadium
148,345,NiN-3.0-T-C-PE-NA-MB-TM06-M020-01,TM06-M020-01,TM06-M020-01 Sterkt endret skogsmark etter markinngrep
149,346,NiN-3.0-T-C-PE-NA-MB-TM05-M020-01,TM05-M020-01,TM05-M020-01 Ny løs fastmark på drenert våtmark
150,347,NiN-3.0-T-C-PE-NA-MB-TM04-M020-02,TM04-M020-02,TM04-M020-02 Ny løs fastmark på tørrlagt elvebunn
151,347,NiN-3.0-T-C-PE-NA-MB-TM04-M020-01,TM04-M020-01,TM04-M020-01 Ny løs fastmark på tørrlagt innsjøbunn
152,348,NiN-3.0-T-C-PE-NA-MB-TM03-M020-07,TM03-M020-07,"TM03-M020-07 Sterkt endret fastmark av ikke-konsolidert løst, sterkt modifisert eller syntetisk substrat"
153,348,NiN-3.0-T-C-PE-NA-MB-TM03-M020-06,TM03-M020-06,"TM03-M020-06 Sterkt endret fastmark av  løst, sterkt modifisert eller syntetisk substrat"
154,348,NiN-3.0-T-C-PE-NA-MB-TM03-M020-05,TM03-M020-05,TM03-M020-05 Sterkt endret fastmark av fint organisk avfall
155,348,NiN-3.0-T-C-PE-NA-MB-TM03-M020-04,TM03-M020-04,TM03-M020-04 Sterkt endret fastmark av grovt organisk avfall
156,348,NiN-3.0-T-C-PE-NA-MB-TM03-M020-03,TM03-M020-03,TM03-M020-03 Sterkt endret fastmark av substrat preget av kjemisk påvirkning
157,348,NiN-3.0-T-C-PE-NA-MB-TM03-M020-02,TM03-M020-02,TM03-M020-02 Sterkt endret fastmark med dekke av leire til grus
158,348,NiN-3.0-T-C-PE-NA-MB-TM03-M020-01,TM03-M020-01,TM03-M020-01 Sterkt endret fastmark med dekke av jord eller blandet sediment
159,349,NiN-3.0-T-C-PE-NA-MB-TM02-M020-02,TM02-M020-02,TM02-M020-02 Ny hard fastmark på tørrlagt elvebunn
160,349,NiN-3.0-T-C-PE-NA-MB-TM02-M020-01,TM02-M020-01,TM02-M020-01 Ny hard fastmark på tørrlagt innsjøbunn
161,350,NiN-3.0-T-C-PE-NA-MB-TM01-M020-03,TM01-M020-03,TM01-M020-03 Hard sterkt endret fastmark av sterkt modifisert eller endret substrat
162,350,NiN-3.0-T-C-PE-NA-MB-TM01-M020-02,TM01-M020-02,TM01-M020-02 Hulrom i hard sterkt endret fastmark
163,350,NiN-3.0-T-C-PE-NA-MB-TM01-M020-01,TM01-M020-01,TM01-M020-01 Hard sterkt endret fastmark av lite modifisert substrat
164,351,NiN-3.0-T-C-PE-NA-MB-TL01-M020-03,TL01-M020-03,TL01-M020-03 Sterkt kalkrik ny eng med semi-naturlig preg
165,351,NiN-3.0-T-C-PE-NA-MB-TL01-M020-02,TL01-M020-02,TL01-M020-02 Intermediær til litt kalkrik ny eng med semi-naturlig preg
166,351,NiN-3.0-T-C-PE-NA-MB-TL01-M020-01,TL01-M020-01,TL01-M020-01 Kalkfattig ny eng med semi-naturlig preg
167,352,NiN-3.0-T-C-PE-NA-MB-TK03-M020-02,TK03-M020-02,TK03-M020-02 Intermediær til litt kalkrik bakli-hei og kystlynghei
168,352,NiN-3.0-T-C-PE-NA-MB-TK03-M020-03,TK03-M020-03,TK03-M020-03 Sterkt kalkrik kystlynghei
169,352,NiN-3.0-T-C-PE-NA-MB-TK03-M020-01,TK03-M020-01,TK03-M020-01 Kalkfattig bakli-hei og kystlynghei
170,353,NiN-3.0-T-C-PE-NA-MB-TK02-M020-01,TK02-M020-01,TK02-M020-01 Semi-naturlig strandeng
171,354,NiN-3.0-T-C-PE-NA-MB-TK01-M020-07,TK01-M020-07,TK01-M020-07 Kalkrik åpen semi-naturlig eng på stabilisert sand
172,354,NiN-3.0-T-C-PE-NA-MB-TK01-M020-06,TK01-M020-06,TK01-M020-06 Klart kalkrik åpen semi-naturlig eng
173,354,NiN-3.0-T-C-PE-NA-MB-TK01-M020-05,TK01-M020-05,TK01-M020-05 Svakt kalkrik åpen semi-naturlig eng
174,354,NiN-3.0-T-C-PE-NA-MB-TK01-M020-04,TK01-M020-04,TK01-M020-04 Kalkfattig åpen semi-naturlig eng
175,354,NiN-3.0-T-C-PE-NA-MB-TK01-M020-03,TK01-M020-03,TK01-M020-03 Klart kalkrik semi-naturlig eng med åpent tresjikt
176,354,NiN-3.0-T-C-PE-NA-MB-TK01-M020-02,TK01-M020-02,TK01-M020-02 Svakt kalkrik semi-naturlig eng med åpent tresjikt
