fid,hovedtyper_fkey,langkode,kode_id,navn
177,354,NiN-3.0-T-C-PE-NA-MB-TK01-M020-01,TK01-M020-01,TK01-M020-01 Kalkfattig semi-naturlig eng med åpent tresjikt
178,355,NiN-3.0-T-C-PE-NA-MB-TI01-M020-04,TI01-M020-04,TI01-M020-04 Hugd eller treslagstypeskiftet klart endret kalkskog
179,355,NiN-3.0-T-C-PE-NA-MB-TI01-M020-03,TI01-M020-03,TI01-M020-03 Hugd eller treslagstypeskiftet klart endret ikke-kalkrik skog
180,355,NiN-3.0-T-C-PE-NA-MB-TI01-M020-02,TI01-M020-02,TI01-M020-02 Grøftet eller markforstyrret klart endret kalkskog
181,355,NiN-3.0-T-C-PE-NA-MB-TI01-M020-01,TI01-M020-01,TI01-M020-01 Grøftet eller markforstyrret klart endret ikke-kalkrik skog
182,356,NiN-3.0-T-C-PE-NA-MB-TH01-M020-06,TH01-M020-06,TH01-M020-06 Klart kalkrik avskoget lynghei og -lavhei
183,356,NiN-3.0-T-C-PE-NA-MB-TH01-M020-05,TH01-M020-05,TH01-M020-05 Intermediær til litt kalkrik avskoget lynghei og -lavhei
184,356,NiN-3.0-T-C-PE-NA-MB-TH01-M020-04,TH01-M020-04,TH01-M020-04 Kalkfattig avskoget lynghei og -lavhei
185,356,NiN-3.0-T-C-PE-NA-MB-TH01-M020-03,TH01-M020-03,TH01-M020-03 Klart kalkrik avskoget bærlynghei
186,356,NiN-3.0-T-C-PE-NA-MB-TH01-M020-02,TH01-M020-02,TH01-M020-02 Intermediær til litt kalkrik bærlynghei
187,356,NiN-3.0-T-C-PE-NA-MB-TH01-M020-01,TH01-M020-01,TH01-M020-01 Kalkfattig avskoget bærlynghei
188,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-14,TG01-M020-14,TG01-M020-14 Historisk silt- og leirskred
189,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-19,TG01-M020-19,TG01-M020-19 Flomskredmateriale
190,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-18,TG01-M020-18,TG01-M020-18 Synkehull i permafrost
191,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-17,TG01-M020-17,TG01-M020-17 Historisk jordskred
192,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-16,TG01-M020-16,TG01-M020-16 Historisk steinskred
193,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-15,TG01-M020-15,TG01-M020-15 Historisk skred av sand og grus
194,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-02,TG01-M020-02,"TG01-M020-02 Fjellhei-, leside- eller grasmarkspregede kalkfattige stedegne grus-løsmasser"
195,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-01,TG01-M020-01,TG01-M020-01 Udifferensierte stedegne grus-løsmasser
196,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-13,TG01-M020-13,TG01-M020-13 Konsoliderte marine bresedimenter
197,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-12,TG01-M020-12,TG01-M020-12 Breforland og snøavsmeltingsområde
198,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-11,TG01-M020-11,"TG01-M020-11 Skogsmarkspreget hevet grus-, stein- og blokkstrand"
199,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-10,TG01-M020-10,"TG01-M020-10 Rabbe- og grasmarkspreget  hevet grus-, stein- og blokkstrand"
200,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-09,TG01-M020-09,"TG01-M020-09 Udifferensiert hevet grus-, stein- og blokkstrand"
201,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-08,TG01-M020-08,TG01-M020-08 Moreneblokkmark
202,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-07,TG01-M020-07,TG01-M020-07 Rabbe- og snøleiepreget sterkt kalkrik stedegen stein- og blokkmark
203,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-06,TG01-M020-06,TG01-M020-06 Rabbe- og snøleiepreget kalkfattig til svakt kalkrik stedegen stein- og blokkmark
204,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-05,TG01-M020-05,TG01-M020-05 Udifferensiert stedegen stein- og blokkmark
205,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-04,TG01-M020-04,TG01-M020-04 Fjellnatur-pregede sterkt kalkrike stedegne grus-løsmasser
206,357,NiN-3.0-T-C-PE-NA-MB-TG01-M020-03,TG01-M020-03,"TG01-M020-03 Fjellhei-, leside- eller grasmarkspregede intermediære til svakt kalkrike stedegne grus-løsmasser"
207,358,NiN-3.0-T-C-PE-NA-MB-TF02-M020-01,TF02-M020-01,TF02-M020-01 Ferskvanns-flomskogsmark
208,358,NiN-3.0-T-C-PE-NA-MB-TF02-M020-02,TF02-M020-02,TF02-M020-02 Brakkvanns-flomskogsmark
209,359,NiN-3.0-T-C-PE-NA-MB-TF01-M020-02,TF01-M020-02,TF01-M020-02 Dyneskogsmark
210,359,NiN-3.0-T-C-PE-NA-MB-TF01-M020-01,TF01-M020-01,TF01-M020-01 Sandskogsmark
211,360,NiN-3.0-T-C-PE-NA-MB-TE09-M020-03,TE09-M020-03,TE09-M020-03 Klart kalkrik isinnfrysingsmark
212,360,NiN-3.0-T-C-PE-NA-MB-TE09-M020-02,TE09-M020-02,TE09-M020-02 Intermediær til litt kalkrik isinnfrysingsmark
213,360,NiN-3.0-T-C-PE-NA-MB-TE09-M020-01,TE09-M020-01,TE09-M020-01 Kalkfattig isinnfrysingsmark
214,361,NiN-3.0-T-C-PE-NA-MB-TE08-M020-02,TE08-M020-02,TE08-M020-02 Klart kalkrik flommarkseng
215,361,NiN-3.0-T-C-PE-NA-MB-TE08-M020-01,TE08-M020-01,TE08-M020-01 Intermediær til litt kalkrik flommarkseng
216,362,NiN-3.0-T-C-PE-NA-MB-TE07-M020-01,TE07-M020-01,TE07-M020-01 Ferskvannsdriftvoll
217,363,NiN-3.0-T-C-PE-NA-MB-TE06-M020-01,TE06-M020-01,TE06-M020-01 Marin driftvoll
218,364,NiN-3.0-T-C-PE-NA-MB-TE05-M020-02,TE05-M020-02,TE05-M020-02 Intermediær til litt kalkrik oppfrysingsmark
219,364,NiN-3.0-T-C-PE-NA-MB-TE05-M020-03,TE05-M020-03,TE05-M020-03 Sterkt kalkrik oppfrysingsmark
220,364,NiN-3.0-T-C-PE-NA-MB-TE05-M020-01,TE05-M020-01,TE05-M020-01 Kalkfattig oppfrysingsmark
221,365,NiN-3.0-T-C-PE-NA-MB-TE04-M020-01,TE04-M020-01,TE04-M020-01 Langvarig oversvømt flommark
222,366,NiN-3.0-T-C-PE-NA-MB-TE03-M020-03,TE03-M020-03,TE03-M020-03 Sterkt kalkrik åpen stein- og blokk-flomfastmark
223,366,NiN-3.0-T-C-PE-NA-MB-TE03-M020-02,TE03-M020-02,TE03-M020-02 Intermediær til litt kalkrik åpen stein- og blokk-flomfastmark
224,366,NiN-3.0-T-C-PE-NA-MB-TE03-M020-01,TE03-M020-01,TE03-M020-01 Intermediær til sterkt kalkrik åpen leire- til grus-flomfastmark
225,367,NiN-3.0-T-C-PE-NA-MB-TE02-M020-03,TE02-M020-03,TE02-M020-03 Grusskred
226,367,NiN-3.0-T-C-PE-NA-MB-TE02-M020-02,TE02-M020-02,TE02-M020-02 Sandskred
227,367,NiN-3.0-T-C-PE-NA-MB-TE02-M020-01,TE02-M020-01,TE02-M020-01 Leir- og siltskred
228,368,NiN-3.0-T-C-PE-NA-MB-TE01-M020-01,TE01-M020-01,TE01-M020-01 Embryonal- primær- og hvit dyne
229,368,NiN-3.0-T-C-PE-NA-MB-TE01-M020-04,TE01-M020-04,TE01-M020-04 Grå og brun innlandsdyne
230,368,NiN-3.0-T-C-PE-NA-MB-TE01-M020-03,TE01-M020-03,TE01-M020-03 Primær og hvit innlandsdyne
231,368,NiN-3.0-T-C-PE-NA-MB-TE01-M020-02,TE01-M020-02,TE01-M020-02 Grå og brun dyne
232,369,NiN-3.0-T-C-PE-NA-MB-TD06-M020-04,TD06-M020-04,TD06-M020-04 Saltanriket ekstremrik rabbe
233,369,NiN-3.0-T-C-PE-NA-MB-TD06-M020-03,TD06-M020-03,TD06-M020-03 Klart kalkrik rabbe
234,369,NiN-3.0-T-C-PE-NA-MB-TD06-M020-02,TD06-M020-02,TD06-M020-02 Intermediær til litt kalkrik rabbe
235,369,NiN-3.0-T-C-PE-NA-MB-TD06-M020-01,TD06-M020-01,TD06-M020-01 Kalkfattig rabbe
236,370,NiN-3.0-T-C-PE-NA-MB-TD05-M020-02,TD05-M020-02,TD05-M020-02 Klart kalkrik naturlig beitebetinget eng
237,370,NiN-3.0-T-C-PE-NA-MB-TD05-M020-01,TD05-M020-01,TD05-M020-01 Sterkt intermediær til litt kalkrik naturlig beitebetinget eng
238,371,NiN-3.0-T-C-PE-NA-MB-TD04-M020-04,TD04-M020-04,TD04-M020-04 Klart kalkrik fosse-eng med fosseyrpreg
239,371,NiN-3.0-T-C-PE-NA-MB-TD04-M020-03,TD04-M020-03,TD04-M020-03 Intermediær til litt kalkrik fosse-eng med fosseyrpreg
240,371,NiN-3.0-T-C-PE-NA-MB-TD04-M020-02,TD04-M020-02,TD04-M020-02 Klart kalkrik fosse-eng med fossestøv og -tåkepreg
241,371,NiN-3.0-T-C-PE-NA-MB-TD04-M020-01,TD04-M020-01,TD04-M020-01 Intermediær til litt kalkrik fosse-eng med fossestøv og -tåkepreg
242,372,NiN-3.0-T-C-PE-NA-MB-TD03-M020-03,TD03-M020-03,TD03-M020-03 Klart kalkrik rasmarkeng og -hei
243,372,NiN-3.0-T-C-PE-NA-MB-TD03-M020-02,TD03-M020-02,TD03-M020-02 Intermediær til litt kalkrik rasmarkeng og -hei
244,372,NiN-3.0-T-C-PE-NA-MB-TD03-M020-01,TD03-M020-01,TD03-M020-01 Kalkfattig rasmarkeng og -hei
245,373,NiN-3.0-T-C-PE-NA-MB-TD02-M020-01,TD02-M020-01,TD02-M020-01 Flomskredmark
246,374,NiN-3.0-T-C-PE-NA-MB-TD01-M020-04,TD01-M020-04,TD01-M020-04 Kalkfattig stein til storblokket rasmark
247,374,NiN-3.0-T-C-PE-NA-MB-TD01-M020-06,TD01-M020-06,TD01-M020-06 Sterkt kalkrik stein til storblokket rasmark
248,374,NiN-3.0-T-C-PE-NA-MB-TD01-M020-05,TD01-M020-05,TD01-M020-05 Intermediær til litt kalkrik stein til storblokket rasmark
249,374,NiN-3.0-T-C-PE-NA-MB-TD01-M020-08,TD01-M020-08,TD01-M020-08 Intermediær til litt kalkrik storblokket tørke-eksponert rasmark
250,374,NiN-3.0-T-C-PE-NA-MB-TD01-M020-07,TD01-M020-07,TD01-M020-07 Kalkfattig storblokket tørke-eksponert rasmark
251,374,NiN-3.0-T-C-PE-NA-MB-TD01-M020-01,TD01-M020-01,TD01-M020-01 Kalkfattig sand- og grus-rasmark
252,374,NiN-3.0-T-C-PE-NA-MB-TD01-M020-09,TD01-M020-09,TD01-M020-09 Sterkt kalkrik storblokket tørke-eksponert rasmark
253,374,NiN-3.0-T-C-PE-NA-MB-TD01-M020-03,TD01-M020-03,TD01-M020-03 Sterkt kalkrik sand- og grus-rasmark
254,374,NiN-3.0-T-C-PE-NA-MB-TD01-M020-02,TD01-M020-02,TD01-M020-02 Intermediær til litt kalkrik sand- og grus-rasmark
255,375,NiN-3.0-T-C-PE-NA-MB-TC08-M020-04,TC08-M020-04,TC08-M020-04 Fattig til litt kalkrikt ekstrem-snøleie
256,375,NiN-3.0-T-C-PE-NA-MB-TC08-M020-03,TC08-M020-03,TC08-M020-03 Sterkt kalkrikt moderat til seint snøleie
257,375,NiN-3.0-T-C-PE-NA-MB-TC08-M020-05,TC08-M020-05,TC08-M020-05 Sterkt kalkrikt ekstrem-snøleie
258,375,NiN-3.0-T-C-PE-NA-MB-TC08-M020-02,TC08-M020-02,TC08-M020-02 Intermediært til litt kalkrikt moderat til seint snøleie
259,375,NiN-3.0-T-C-PE-NA-MB-TC08-M020-01,TC08-M020-01,TC08-M020-01 Kalkfattig moderat til seint snøleie
260,376,NiN-3.0-T-C-PE-NA-MB-TC07-M020-01,TC07-M020-01,TC07-M020-01 Fugletopp
261,377,NiN-3.0-T-C-PE-NA-MB-TC06-M020-01,TC06-M020-01,TC06-M020-01 Fuglefjell-eng
262,378,NiN-3.0-T-C-PE-NA-MB-TC05-M020-02,TC05-M020-02,TC05-M020-02 Brakkvanns-strandeng
263,378,NiN-3.0-T-C-PE-NA-MB-TC05-M020-01,TC05-M020-01,TC05-M020-01 Strandeng
264,379,NiN-3.0-T-C-PE-NA-MB-TC04-M020-01,TC04-M020-01,TC04-M020-01 Saltanrikningsmark
265,380,NiN-3.0-T-C-PE-NA-MB-TC03-M020-01,TC03-M020-01,TC03-M020-01 Leirestrand i geolittoral
266,380,NiN-3.0-T-C-PE-NA-MB-TC03-M020-05,TC03-M020-05,TC03-M020-05 Storblokket strand i geo- til supralittoral
267,380,NiN-3.0-T-C-PE-NA-MB-TC03-M020-04,TC03-M020-04,TC03-M020-04 Stein- til blokkstrand i geo- til supralittoral
268,380,NiN-3.0-T-C-PE-NA-MB-TC03-M020-03,TC03-M020-03,"TC03-M020-03 Sand-, skjellsand-, grus-, og ruglebunn-strand i geo- til supralittoral"
269,380,NiN-3.0-T-C-PE-NA-MB-TC03-M020-02,TC03-M020-02,TC03-M020-02 Siltstrand i geolittoral
270,381,NiN-3.0-T-C-PE-NA-MB-TC02-M020-05,TC02-M020-05,TC02-M020-05 Uttørkingseksponert intermediært til litt kalkrikt overheng
271,381,NiN-3.0-T-C-PE-NA-MB-TC02-M020-06,TC02-M020-06,TC02-M020-06 Uttørkingseksponert sterkt kalkrikt overheng
272,381,NiN-3.0-T-C-PE-NA-MB-TC02-M020-03,TC02-M020-03,TC02-M020-03 Knapt uttørkingseksponert sterkt kalkrik grotte og overheng
273,381,NiN-3.0-T-C-PE-NA-MB-TC02-M020-02,TC02-M020-02,TC02-M020-02 Knapt uttørkingseksponert intermediært til litt kalkrik grotte og overheng
274,381,NiN-3.0-T-C-PE-NA-MB-TC02-M020-01,TC02-M020-01,TC02-M020-01 Knapt uttørkingseksponert kalkfattig grotte og overheng
275,381,NiN-3.0-T-C-PE-NA-MB-TC02-M020-04,TC02-M020-04,TC02-M020-04 Uttørkingseksponert kalkfattig overheng
276,382,NiN-3.0-T-C-PE-NA-MB-TC01-M020-02,TC01-M020-02,TC01-M020-02 Sterkt kalkrikt strandberg
277,382,NiN-3.0-T-C-PE-NA-MB-TC01-M020-01,TC01-M020-01,TC01-M020-01 Kalkfattig til litt kalkrikt strandberg
278,383,NiN-3.0-T-C-PE-NA-MB-TB01-M020-03,TB01-M020-03,TB01-M020-03 Frisk kalkskog og kalk-bærlyngskog
279,383,NiN-3.0-T-C-PE-NA-MB-TB01-M020-02,TB01-M020-02,TB01-M020-02 Lågurt-bærlyng-lågurtskog
280,383,NiN-3.0-T-C-PE-NA-MB-TB01-M020-01,TB01-M020-01,TB01-M020-01 Blåbær-bærlyngskog
281,383,NiN-3.0-T-C-PE-NA-MB-TB01-M020-06,TB01-M020-06,TB01-M020-06 Kalklyng- og kalklavskog
282,383,NiN-3.0-T-C-PE-NA-MB-TB01-M020-05,TB01-M020-05,TB01-M020-05 Lyng- og lav-lågurtskog
283,383,NiN-3.0-T-C-PE-NA-MB-TB01-M020-04,TB01-M020-04,TB01-M020-04 Lyng- og lavskog
284,384,NiN-3.0-T-C-PE-NA-MB-TA04-M020-03,TA04-M020-03,TA04-M020-03 Temmelig til ekstremt kalkrik arktisk-alpin grasmark
285,384,NiN-3.0-T-C-PE-NA-MB-TA04-M020-02,TA04-M020-02,TA04-M020-02 Intermediær til litt kalkrik arktisk-alpin grasmark
286,384,NiN-3.0-T-C-PE-NA-MB-TA04-M020-01,TA04-M020-01,TA04-M020-01 Kalkfattig arktisk-alpin grasmark
287,385,NiN-3.0-T-C-PE-NA-MB-TA03-M020-05,TA03-M020-05,TA03-M020-05 Intermediær til litt kalkrik fjell-lavhei og -lynghei
288,385,NiN-3.0-T-C-PE-NA-MB-TA03-M020-04,TA03-M020-04,TA03-M020-04 Kalkfattig fjell-lavhei og -lynghei
289,385,NiN-3.0-T-C-PE-NA-MB-TA03-M020-03,TA03-M020-03,TA03-M020-03 Temmelig til ekstremt kalkrik leside
290,385,NiN-3.0-T-C-PE-NA-MB-TA03-M020-07,TA03-M020-07,TA03-M020-07 Saltanriket ekstremrik fjell-lavhei og -lynghei
291,385,NiN-3.0-T-C-PE-NA-MB-TA03-M020-06,TA03-M020-06,TA03-M020-06 Temmelig til ekstremt kalkrik fjell-lavhei og -lynghei
292,385,NiN-3.0-T-C-PE-NA-MB-TA03-M020-01,TA03-M020-01,TA03-M020-01 Kalkfattig leside
293,385,NiN-3.0-T-C-PE-NA-MB-TA03-M020-02,TA03-M020-02,TA03-M020-02 Intermediær til litt kalkrik leside
294,386,NiN-3.0-T-C-PE-NA-MB-TA02-M020-03,TA02-M020-03,TA02-M020-03 Temmelig til ekstremt kalkrik åpen grunnlendt mark
295,386,NiN-3.0-T-C-PE-NA-MB-TA02-M020-02,TA02-M020-02,TA02-M020-02 Intermediær til litt kalkrik åpen grunnlendt mark
296,386,NiN-3.0-T-C-PE-NA-MB-TA02-M020-01,TA02-M020-01,TA02-M020-01 Kalkfattig åpen grunnlendt mark
297,387,NiN-3.0-T-C-PE-NA-MB-TA01-M020-02,TA01-M020-02,TA01-M020-02 Uttørkingseksponert svært til noe kalkfattig nakent berg
298,387,NiN-3.0-T-C-PE-NA-MB-TA01-M020-08,TA01-M020-08,TA01-M020-08 Kalkrikt snøleieberg
299,387,NiN-3.0-T-C-PE-NA-MB-TA01-M020-07,TA01-M020-07,TA01-M020-07 Kalkfattig snøleieberg
300,387,NiN-3.0-T-C-PE-NA-MB-TA01-M020-06,TA01-M020-06,TA01-M020-06 Uttørkingseksponert kalkrikt nakent berg
301,387,NiN-3.0-T-C-PE-NA-MB-TA01-M020-05,TA01-M020-05,TA01-M020-05 Lite uttørkingseksponert kalkrikt nakent berg
302,387,NiN-3.0-T-C-PE-NA-MB-TA01-M020-04,TA01-M020-04,TA01-M020-04 Uttørkingseksponert noe kalkrikt nakent berg
303,387,NiN-3.0-T-C-PE-NA-MB-TA01-M020-03,TA01-M020-03,TA01-M020-03 Lite uttørkingseksponert noe kalkrikt nakent berg
304,387,NiN-3.0-T-C-PE-NA-MB-TA01-M020-01,TA01-M020-01,TA01-M020-01 Lite uttørkingseksponert svært til noe kalkfattig nakent berg
305,388,NiN-3.0-T-C-PE-NA-MB-OM02-M020-02,OM02-M020-02,OM02-M020-02 Kronisk forsuret elvebunn
306,388,NiN-3.0-T-C-PE-NA-MB-OM02-M020-01,OM02-M020-01,OM02-M020-01 Kronisk kjemisk påvirket elvebunn
307,389,NiN-3.0-T-C-PE-NA-MB-OM01-M020-03,OM01-M020-03,OM01-M020-03 Turbid minstevannførings-strekning i elv
308,389,NiN-3.0-T-C-PE-NA-MB-OM01-M020-02,OM01-M020-02,OM01-M020-02 Kalkrik kronisk fysisk forstyrret elvebunn
309,389,NiN-3.0-T-C-PE-NA-MB-OM01-M020-01,OM01-M020-01,OM01-M020-01 Kalkfattig kronisk fysisk forstyrret elvebunn
310,390,NiN-3.0-T-C-PE-NA-MB-OG01-M020-01,OG01-M020-01,OG01-M020-01 Ny elvebunn
311,391,NiN-3.0-T-C-PE-NA-MB-OC03-M020-02,OC03-M020-02,OC03-M020-02 Kalkrik dy- og gytjebunn i elv
312,391,NiN-3.0-T-C-PE-NA-MB-OC03-M020-01,OC03-M020-01,OC03-M020-01 Kalkfattig dy- og gytjebunn i elv
313,392,NiN-3.0-T-C-PE-NA-MB-OC02-M020-03,OC02-M020-03,OC02-M020-03 Svovelpåvirket bunn i varm ferskvannskilde
314,392,NiN-3.0-T-C-PE-NA-MB-OC02-M020-02,OC02-M020-02,OC02-M020-02 Stein- til storblokket bunn i varm ferskvannskilde
315,392,NiN-3.0-T-C-PE-NA-MB-OC02-M020-01,OC02-M020-01,OC02-M020-01 Silt- til steinbunn i varm ferskvannskilde
316,393,NiN-3.0-T-C-PE-NA-MB-OC01-M020-01,OC01-M020-01,OC01-M020-01 Svak ferskvannskildebunn
317,393,NiN-3.0-T-C-PE-NA-MB-OC01-M020-02,OC01-M020-02,OC01-M020-02 Sterk ferskvannskildebunn
318,394,NiN-3.0-T-C-PE-NA-MB-OB01-M020-02,OB01-M020-02,OB01-M020-02 Kalkrik undervannseng i elv
319,394,NiN-3.0-T-C-PE-NA-MB-OB01-M020-01,OB01-M020-01,OB01-M020-01 Kalkfattig undervannseng i elv
320,395,NiN-3.0-T-C-PE-NA-MB-OA02-M020-13,OA02-M020-13,OA02-M020-13 Turbid elvesedimentbunn
321,395,NiN-3.0-T-C-PE-NA-MB-OA02-M020-12,OA02-M020-12,OA02-M020-12 Utstrømspåvirket noe kalkfattig til kalkrik elvebunn
322,395,NiN-3.0-T-C-PE-NA-MB-OA02-M020-11,OA02-M020-11,OA02-M020-11 Utstrømspåvirket svært til ekstremt kalkfattig elvebunn
323,395,NiN-3.0-T-C-PE-NA-MB-OA02-M020-10,OA02-M020-10,OA02-M020-10 Kalkrik steinbunn i humøs elv
324,395,NiN-3.0-T-C-PE-NA-MB-OA02-M020-09,OA02-M020-09,OA02-M020-09 Noe kalkfattig steinbunn i humøs elv
325,395,NiN-3.0-T-C-PE-NA-MB-OA02-M020-08,OA02-M020-08,OA02-M020-08 Steinbunn i humøs elv
326,395,NiN-3.0-T-C-PE-NA-MB-OA02-M020-07,OA02-M020-07,OA02-M020-07 Silt- til grusbunn i humøs elv
327,395,NiN-3.0-T-C-PE-NA-MB-OA02-M020-06,OA02-M020-06,OA02-M020-06 Kalkrik steinbunn i klar elv
328,395,NiN-3.0-T-C-PE-NA-MB-OA02-M020-01,OA02-M020-01,OA02-M020-01 Svært til ekstremt kalkfattig silt til grusbunn i klar elv
329,395,NiN-3.0-T-C-PE-NA-MB-OA02-M020-05,OA02-M020-05,OA02-M020-05 Noe kalkfattig steinbunn i klar elv
330,395,NiN-3.0-T-C-PE-NA-MB-OA02-M020-04,OA02-M020-04,OA02-M020-04 Noe kalkfattig til kalkrik silt- til grusbunn i klar elv
331,395,NiN-3.0-T-C-PE-NA-MB-OA02-M020-03,OA02-M020-03,OA02-M020-03 Svært kalkfattig steinbunn i klar elv
332,395,NiN-3.0-T-C-PE-NA-MB-OA02-M020-02,OA02-M020-02,OA02-M020-02 Ekstremt kalkfattig steinbunn i klar elv
333,396,NiN-3.0-T-C-PE-NA-MB-OA01-M020-08,OA01-M020-08,OA01-M020-08 Turbid fast elvebunn
334,396,NiN-3.0-T-C-PE-NA-MB-OA01-M020-03,OA01-M020-03,OA01-M020-03 Noe kalkfattig fastbunn i klar elv
335,396,NiN-3.0-T-C-PE-NA-MB-OA01-M020-02,OA01-M020-02,OA01-M020-02 Svært kalkfattig fastbunn i klar elv
336,396,NiN-3.0-T-C-PE-NA-MB-OA01-M020-01,OA01-M020-01,OA01-M020-01 Ekstremt kalkfattig fastbunn i klar elv
337,396,NiN-3.0-T-C-PE-NA-MB-OA01-M020-07,OA01-M020-07,OA01-M020-07 Noe kalkfattig og kalkrik fastbunn i humøs elv
338,396,NiN-3.0-T-C-PE-NA-MB-OA01-M020-06,OA01-M020-06,OA01-M020-06 Ekstremt og svært kalkfattig fastbunn i humøs elv
339,396,NiN-3.0-T-C-PE-NA-MB-OA01-M020-05,OA01-M020-05,OA01-M020-05 Svært kalkrik fastbunn i klar elv
340,396,NiN-3.0-T-C-PE-NA-MB-OA01-M020-04,OA01-M020-04,OA01-M020-04 Moderat kalkrik fastbunn i klar elv
341,397,NiN-3.0-T-C-PE-NA-MB-LM05-M020-04,LM05-M020-04,LM05-M020-04 Kronisk forsuret fast innsjøbunn
342,397,NiN-3.0-T-C-PE-NA-MB-LM05-M020-03,LM05-M020-03,LM05-M020-03 Kronisk forsuret eller eutrofiert innsjøbunn
343,397,NiN-3.0-T-C-PE-NA-MB-LM05-M020-02,LM05-M020-02,LM05-M020-02 Kronisk saltpåvirket innsjøbunn
344,397,NiN-3.0-T-C-PE-NA-MB-LM05-M020-01,LM05-M020-01,LM05-M020-01 Kronisk kjemisk påvirket innsjøbunn
345,398,NiN-3.0-T-C-PE-NA-MB-LM04-M020-03,LM04-M020-03,LM04-M020-03 Reguleringssone i innsjø
346,398,NiN-3.0-T-C-PE-NA-MB-LM04-M020-02,LM04-M020-02,LM04-M020-02 Kalkrik kronisk fysisk forstyrret innsjøbunn
347,398,NiN-3.0-T-C-PE-NA-MB-LM04-M020-01,LM04-M020-01,LM04-M020-01 Kalkfattig kronisk fysisk forstyrret innsjøbunn
348,399,NiN-3.0-T-C-PE-NA-MB-LM03-M020-02,LM03-M020-02,LM03-M020-02 Kalkrik ny innsjøbunn fra våtmarkssystemer
349,399,NiN-3.0-T-C-PE-NA-MB-LM03-M020-01,LM03-M020-01,LM03-M020-01 Kalkfattig ny innsjøbunn fra våtmarkssystemer
350,400,NiN-3.0-T-C-PE-NA-MB-LM02-M020-01,LM02-M020-01,LM02-M020-01 Kalkfattig ny innsjøbunn fra elvebunn
351,400,NiN-3.0-T-C-PE-NA-MB-LM02-M020-02,LM02-M020-02,LM02-M020-02 Kalkrik ny innsjøbunn fra elvebunn
352,401,NiN-3.0-T-C-PE-NA-MB-LM01-M020-03,LM01-M020-03,LM01-M020-03 Kalkrik ny innsjø-sedimentbunn
353,401,NiN-3.0-T-C-PE-NA-MB-LM01-M020-02,LM01-M020-02,LM01-M020-02 Kalkfattig ny innsjø-sedimentbunn
354,401,NiN-3.0-T-C-PE-NA-MB-LM01-M020-01,LM01-M020-01,LM01-M020-01 Sterkt endret ny fast eller syntetisk innsjøbunn
355,402,NiN-3.0-T-C-PE-NA-MB-LJ01-M020-01,LJ01-M020-01,LJ01-M020-01 Klart endret innsjøbunn preget av næringsstoff-overbelastning
356,403,NiN-3.0-T-C-PE-NA-MB-LG01-M020-01,LG01-M020-01,LG01-M020-01 Ny innsjøbunn
357,404,NiN-3.0-T-C-PE-NA-MB-LC06-M020-02,LC06-M020-02,LC06-M020-02 Svært sterkt og disruptivt naturlig gjødslingspreget innsjøbunn
358,404,NiN-3.0-T-C-PE-NA-MB-LC06-M020-01,LC06-M020-01,LC06-M020-01 Markert naturlig gjødslingspreget innsjøbunn
359,405,NiN-3.0-T-C-PE-NA-MB-LC05-M020-02,LC05-M020-02,LC05-M020-02 Havis-overflate-innsjøbunn
360,405,NiN-3.0-T-C-PE-NA-MB-LC05-M020-01,LC05-M020-01,LC05-M020-01 Breoverflate-innsjøbunn
361,406,NiN-3.0-T-C-PE-NA-MB-LC04-M020-07,LC04-M020-07,LC04-M020-07 Anoksisk innsjøbunn betinget av svovelrikt vann
362,406,NiN-3.0-T-C-PE-NA-MB-LC04-M020-06,LC04-M020-06,LC04-M020-06 Anoksisk innsjøbunn betinget av humusrikt vann
363,406,NiN-3.0-T-C-PE-NA-MB-LC04-M020-05,LC04-M020-05,LC04-M020-05 Anoksisk innsjøbunn betinget av kalkrikt vann
364,406,NiN-3.0-T-C-PE-NA-MB-LC04-M020-04,LC04-M020-04,LC04-M020-04 Anoksisk innsjøbunn betinget av jernholdig vann
365,406,NiN-3.0-T-C-PE-NA-MB-LC04-M020-03,LC04-M020-03,LC04-M020-03 Anoksisk innsjøbunn betinget av saltholdig kildevann
366,406,NiN-3.0-T-C-PE-NA-MB-LC04-M020-02,LC04-M020-02,LC04-M020-02 Anoksisk innsjøbunn med gammelt havvann
367,406,NiN-3.0-T-C-PE-NA-MB-LC04-M020-01,LC04-M020-01,LC04-M020-01 Innsjøbunn med periodisk oksygenmangel
