fid,hovedtyper_fkey,langkode,kode_id,navn,kartleggingsenhet_m005_fkey,kartleggingsenhet_m020_fkey,kartleggingsenhet_m050_fkey
211,263,NIN-3.0-T-C-PE-LA-0-I03-017,I03-017,I03-017 Våtmarkspreget hei- og fjellskog-innlandsslettelandskap,,,
212,263,NIN-3.0-T-C-PE-LA-0-I03-016,I03-016,I03-016 Våtmarkspreget lavlands-innlandsslettelandskap med tettsted/småby,,,
213,263,NIN-3.0-T-C-PE-LA-0-I03-015,I03-015,I03-015 Våtmarkspreget lavlands-innlandsslettelandskap med bygd/bebyggelse og jordbruk,,,
214,263,NIN-3.0-T-C-PE-LA-0-I03-014,I03-014,I03-014 Våtmarkspreget lavlands-innlandsslettelandskap med bygd/bebyggelse,,,
215,263,NIN-3.0-T-C-PE-LA-0-I03-013,I03-013,I03-013 Våtmarkspreget lavlands-innlandsslettelandskap,,,
216,263,NIN-3.0-T-C-PE-LA-0-I03-012,I03-012,I03-012 Snaufjell-innlandsslettelandskap med isbre,,,
217,263,NIN-3.0-T-C-PE-LA-0-I03-011,I03-011,I03-011 Snaufjell-innlandsslettelandskap,,,
218,263,NIN-3.0-T-C-PE-LA-0-I03-010,I03-010,I03-010 Fjellhei-innlandsslettelandskap,,,
219,263,NIN-3.0-T-C-PE-LA-0-I03-009,I03-009,I03-009 Hei- og fjellskog-innlandsslettelandskap med bygd/bebyggelse,,,
220,263,NIN-3.0-T-C-PE-LA-0-I03-008,I03-008,I03-008 Hei- og fjellskog-innlandsslettelandskap,,,
221,263,NIN-3.0-T-C-PE-LA-0-I03-007,I03-007,I03-007 Lavlands-innlandsslettelandskap med storby,,,
222,263,NIN-3.0-T-C-PE-LA-0-I03-006,I03-006,I03-006 Lavlands-innlandsslettelandskap med tettsted/småby og jordbruk,,,
223,263,NIN-3.0-T-C-PE-LA-0-I03-005,I03-005,I03-005 Lavlands-innlandsslettelandskap med tettsted/småby,,,
224,263,NIN-3.0-T-C-PE-LA-0-I03-004,I03-004,I03-004 Lavlands-innlandsslettelandskap med bygd/bebyggelse,,,
225,263,NIN-3.0-T-C-PE-LA-0-I03-003,I03-003,I03-003 Lavlands-innlandsslettelandskap med bygd/bebyggelse og jordbruk,,,
226,263,NIN-3.0-T-C-PE-LA-0-I03-002,I03-002,I03-002 Lavlands-innlandsslettelandskap med jorbruk,,,
227,263,NIN-3.0-T-C-PE-LA-0-I03-001,I03-001,I03-001 Lavlands-innlandsslettelandskap,,,
228,264,NIN-3.0-T-C-PE-LA-0-I02-052,I02-052,I02-052 Relativt åpent snaufjell-dallandskap med innsjø,,,
229,264,NIN-3.0-T-C-PE-LA-0-I02-051,I02-051,I02-051 Relativt åpent fjellhei-dallandskap med innsjø,,,
230,264,NIN-3.0-T-C-PE-LA-0-I02-050,I02-050,I02-050 Relativt åpent hei- og fjellskogs-dallandskap med innsjø og bygd/bebyggelse,,,
231,264,NIN-3.0-T-C-PE-LA-0-I02-049,I02-049,I02-049 Relativt åpent hei- og fjellskogs-dallandskap med innsjø,,,
232,264,NIN-3.0-T-C-PE-LA-0-I02-048,I02-048,I02-048 Relativt åpent lavlands-dallandskap med innsjø og tettsted/småby,,,
233,264,NIN-3.0-T-C-PE-LA-0-I02-047,I02-047,I02-047 Relativt åpent lavlands-dallandskap med innsjø og jordbruksbygd,,,
234,264,NIN-3.0-T-C-PE-LA-0-I02-046,I02-046,I02-046 Relativt åpent lavlands-dallandskap med innsjø og bygd/bebyggelse,,,
235,264,NIN-3.0-T-C-PE-LA-0-I02-045,I02-045,I02-045 Relativt åpent lavlands-dallandskap med innsjø,,,
236,264,NIN-3.0-T-C-PE-LA-0-I02-044,I02-044,I02-044 Relativt åpent snaufjell-dallandskap med bre,,,
237,264,NIN-3.0-T-C-PE-LA-0-I02-043,I02-043,I02-043 Relativt åpent snaufjell-dallandskap,,,
238,264,NIN-3.0-T-C-PE-LA-0-I02-042,I02-042,I02-042 Relativt åpent fjellhei-dallandskap med bygd/bebyggelse,,,
239,264,NIN-3.0-T-C-PE-LA-0-I02-041,I02-041,I02-041 Relativt åpent fjellhei-dallandskap,,,
240,264,NIN-3.0-T-C-PE-LA-0-I02-040,I02-040,I02-040 Relativt åpent hei- og fjellskog-dallandskap med tettsted/småby,,,
241,264,NIN-3.0-T-C-PE-LA-0-I02-039,I02-039,I02-039 Relativt åpent hei- og fjellskog-dallandskap med bygd/bebyggelse,,,
242,264,NIN-3.0-T-C-PE-LA-0-I02-038,I02-038,I02-038 Relativt åpent lavlands-dallandskap med fjellskog,,,
243,264,NIN-3.0-T-C-PE-LA-0-I02-037,I02-037,I02-037 Relativt åpent lavlands-dallandskap med jordbruk og småby,,,
244,264,NIN-3.0-T-C-PE-LA-0-I02-036,I02-036,I02-036 Relativt åpent lavlands-dallandskap med tettsted/småby,,,
245,264,NIN-3.0-T-C-PE-LA-0-I02-035,I02-035,I02-035 Relativt åpent lavlands-dallandskapmed jordbruksbygd,,,
246,264,NIN-3.0-T-C-PE-LA-0-I02-034,I02-034,I02-034 Relativt åpent lavlands-dallandskap med bygd/bebyggelse,,,
247,264,NIN-3.0-T-C-PE-LA-0-I02-033,I02-033,I02-033 Relativt åpent lavlands-dallandskap med jordbruk,,,
248,264,NIN-3.0-T-C-PE-LA-0-I02-032,I02-032,I02-032 Relativt åpent lavlands-dallandskap,,,
249,264,NIN-3.0-T-C-PE-LA-0-I02-104,I02-104,I02-104 Dypt nedskåret snaufjell-dallandskap med stor innsjø,,,
250,264,NIN-3.0-T-C-PE-LA-0-I02-103,I02-103,I02-103 Dypt nedskåret hei- og fjellskog-dallandskap med stor innsjø og bygd/bebyggelse,,,
251,264,NIN-3.0-T-C-PE-LA-0-I02-102,I02-102,I02-102 Dypt nedskåret lavlands-dallandskap med stor innsjø og bygd/bebyggelse,,,
252,264,NIN-3.0-T-C-PE-LA-0-I02-101,I02-101,I02-101 Dypt nedskåret lavlands-dallandskap med stor innsjø,,,
253,264,NIN-3.0-T-C-PE-LA-0-I02-100,I02-100,I02-100 Dypt nedskåret snaufjell-dallandskap med innsjø,,,
254,264,NIN-3.0-T-C-PE-LA-0-I02-099,I02-099,I02-099 Dypt nedskåret lavlands-dallandskap med innsjø og bygd/bebyggelse,,,
255,264,NIN-3.0-T-C-PE-LA-0-I02-098,I02-098,I02-098 Dypt nedskåret lavlands-dallandskap med innsjø,,,
256,264,NIN-3.0-T-C-PE-LA-0-I02-097,I02-097,I02-097 Dypt nedskåret snaufjell-dallandskap med isbre,,,
257,264,NIN-3.0-T-C-PE-LA-0-I02-096,I02-096,I02-096 Dypt nedskåret snaufjell-dallandskap,,,
258,264,NIN-3.0-T-C-PE-LA-0-I02-095,I02-095,I02-095 Dypt nedskåret fjellhei-dallandskap,,,
259,264,NIN-3.0-T-C-PE-LA-0-I02-094,I02-094,I02-094 Dypt nedskåret hei- og fjellskog dallandskap med bygd/bebyggelse,,,
260,264,NIN-3.0-T-C-PE-LA-0-I02-093,I02-093,I02-093 Dypt nedskåret hei- og fjellskog dallandskap,,,
261,264,NIN-3.0-T-C-PE-LA-0-I02-092,I02-092,I02-092 Dypt nedskåret lavlands-dallandskap med tettsted/småby,,,
262,264,NIN-3.0-T-C-PE-LA-0-I02-091,I02-091,I02-091 Dypt nedskåret lavlands-dallandskap med bygd/bebyggelse,,,
263,264,NIN-3.0-T-C-PE-LA-0-I02-090,I02-090,I02-090 Dypt nedskåret lavlands-dallandskap,,,
264,264,NIN-3.0-T-C-PE-LA-0-I02-089,I02-089,I02-089 Nedskåret snaufjell-dallandskap med stor innsjø,,,
265,264,NIN-3.0-T-C-PE-LA-0-I02-088,I02-088,I02-088 Nedskåret fjellhei-dallandskap med stor innsjø,,,
266,264,NIN-3.0-T-C-PE-LA-0-I02-087,I02-087,I02-087 Nedskåret hei- og fjellskog-dallandskap med stor innsjø,,,
267,264,NIN-3.0-T-C-PE-LA-0-I02-086,I02-086,I02-086 Nedskåret lavlands-dallandskap med stor innsjø og jordbruksbygd,,,
268,264,NIN-3.0-T-C-PE-LA-0-I02-085,I02-085,I02-085 Nedskåret lavlands-dallandskap med stor innsjø og bygd/bebyggelse,,,
269,264,NIN-3.0-T-C-PE-LA-0-I02-084,I02-084,I02-084 Nedskåret lavlands-dallandskap med stor innsjø,,,
270,264,NIN-3.0-T-C-PE-LA-0-I02-083,I02-083,I02-083 Nedskåret snaufjell-dallandskap med innsjø og isbre,,,
271,264,NIN-3.0-T-C-PE-LA-0-I02-082,I02-082,I02-082 Nedskåret fjellhei-dallandskap med innsjø,,,
272,264,NIN-3.0-T-C-PE-LA-0-I02-081,I02-081,I02-081 Nedskåret fjellhei-dallandskap med innsjø,,,
273,264,NIN-3.0-T-C-PE-LA-0-I02-080,I02-080,I02-080 Nedskåret hei- og fjellskog-dallandskap med bygd/bebyggelse,,,
274,264,NIN-3.0-T-C-PE-LA-0-I02-079,I02-079,I02-079 Nedskåret hei- og fjellskog-dallandskap med innsjø,,,
275,264,NIN-3.0-T-C-PE-LA-0-I02-078,I02-078,I02-078 Nedskåret lavlands-dallandskap med innsjø og tettsted/småby,,,
276,264,NIN-3.0-T-C-PE-LA-0-I02-077,I02-077,I02-077 Nedskåret lavlands-dallandskap med innsjø og bygd/bebyggelse,,,
277,264,NIN-3.0-T-C-PE-LA-0-I02-076,I02-076,I02-076 Nedskåret lavlands-dallandskap med innsjø,,,
278,264,NIN-3.0-T-C-PE-LA-0-I02-075,I02-075,I02-075 Nedskåret snaufjell-dallandskap med isbre,,,
279,264,NIN-3.0-T-C-PE-LA-0-I02-074,I02-074,I02-074 Nedskåret snaufjell-dallandskap med bygd/bebyggelse,,,
280,264,NIN-3.0-T-C-PE-LA-0-I02-073,I02-073,I02-073 Nedskåret snaufjell-dallandskap,,,
281,264,NIN-3.0-T-C-PE-LA-0-I02-072,I02-072,I02-072 Nedskåret fjellhei-dallandskap,,,
282,264,NIN-3.0-T-C-PE-LA-0-I02-071,I02-071,I02-071 Nedskåret hei- og fjellskog-dallandskap med bygd/bebyggelse,,,
283,264,NIN-3.0-T-C-PE-LA-0-I02-070,I02-070,I02-070 Nedskåret hei- og fjellskog-dallandskap,,,
284,264,NIN-3.0-T-C-PE-LA-0-I02-069,I02-069,I02-069 Nedskåret lavlands-dallandskap med tettsted/småby,,,
285,264,NIN-3.0-T-C-PE-LA-0-I02-068,I02-068,I02-068 Nedskåret lavlands-dallandskap med jordbruksbygd,,,
286,264,NIN-3.0-T-C-PE-LA-0-I02-067,I02-067,I02-067 Nedskåret lavlands-dallandskap med bygd/bebyggelse,,,
287,264,NIN-3.0-T-C-PE-LA-0-I02-066,I02-066,I02-066 Nedskåret lavlands-dallandskap med jordbruk,,,
288,264,NIN-3.0-T-C-PE-LA-0-I02-065,I02-065,I02-065 Nedskåret lavlands-dallandskap,,,
289,264,NIN-3.0-T-C-PE-LA-0-I02-064,I02-064,I02-064 Relativt åpent snaufjell-dallandskap med stor innsjø og bre,,,
290,264,NIN-3.0-T-C-PE-LA-0-I02-063,I02-063,I02-063 Relativt åpent snaufjell-dallandskap med stor innsjø,,,
291,264,NIN-3.0-T-C-PE-LA-0-I02-062,I02-062,I02-062 Relativt åpent fjellhei-dallandskap med stor innsjø og bygd/bebyggelse,,,
292,264,NIN-3.0-T-C-PE-LA-0-I02-061,I02-061,I02-061 Relativt åpent fjellhei-dallandskap med stor innsjø,,,
293,264,NIN-3.0-T-C-PE-LA-0-I02-060,I02-060,I02-060 Relativt åpent hei- og fjellskog-dallandskap med stor innsjø og bygd/bebyggelse,,,
294,264,NIN-3.0-T-C-PE-LA-0-I02-059,I02-059,I02-059 Relativt åpent hei- og fjellskog-dallandskap med innsjø,,,
295,264,NIN-3.0-T-C-PE-LA-0-I02-058,I02-058,I02-058 Relativt åpent lavlands-dallandskap med stor innsjø og tettsted/småby,,,
296,264,NIN-3.0-T-C-PE-LA-0-I02-057,I02-057,I02-057 Relativt åpent lavlands-dallandskap med stor innsjø og jordbruksbygd,,,
297,264,NIN-3.0-T-C-PE-LA-0-I02-056,I02-056,I02-056 Relativt åpent lavlands-dallandskap med stor innsjø og bygd/bebyggelse,,,
298,264,NIN-3.0-T-C-PE-LA-0-I02-055,I02-055,I02-055 Relativt åpent lavlands-dallandskap med stor innsjø,,,
299,264,NIN-3.0-T-C-PE-LA-0-I02-054,I02-054,I02-054 Relativt åpent snaufjell-dallandskap med innsjø og bre,,,
300,264,NIN-3.0-T-C-PE-LA-0-I02-053,I02-053,I02-053 Relativt åpent snaufjell-dallandskap med innsjø og bygd/bebyggelse,,,
301,264,NIN-3.0-T-C-PE-LA-0-I02-031,I02-031,I02-031 Åpent snaufjell-dallandskap med stor innsjø,,,
302,264,NIN-3.0-T-C-PE-LA-0-I02-030,I02-030,I02-030 Åpent fjellhei-dallandskap med stor innsjø,,,
303,264,NIN-3.0-T-C-PE-LA-0-I02-029,I02-029,I02-029 Åpent hei og fjellskogs-dallandskap med stor innsjø og tettsted/småby,,,
304,264,NIN-3.0-T-C-PE-LA-0-I02-028,I02-028,I02-028 Åpent hei- og fjellskogs-dallandskap med stor innsjø og bygd/bebyggelse,,,
305,264,NIN-3.0-T-C-PE-LA-0-I02-027,I02-027,I02-027 Åpent hei- og fjellskogs-dallandskap med stor innsjø,,,
306,264,NIN-3.0-T-C-PE-LA-0-I02-026,I02-026,I02-026 Åpent lavlands-dallandskap med stor innsjø og storby,,,
307,264,NIN-3.0-T-C-PE-LA-0-I02-025,I02-025,I02-025 Åpent lavlands-dallandskap med stor innsjø og jorbruk og småby,,,
308,264,NIN-3.0-T-C-PE-LA-0-I02-024,I02-024,I02-024 Åpent lavlands-dallandskap med stor innsjø og tettsted/småby,,,
309,264,NIN-3.0-T-C-PE-LA-0-I02-023,I02-023,I02-023 Åpent lavlands-dallandskap med stor innsjø og jordbruksbygd,,,
310,264,NIN-3.0-T-C-PE-LA-0-I02-022,I02-022,I02-022 Åpent lavlands-dallandskap med stor innsjø og jordbruk,,,
311,264,NIN-3.0-T-C-PE-LA-0-I02-021,I02-021,I02-021 Åpent lavlands-dallandskap med stor innsjø,,,
312,264,NIN-3.0-T-C-PE-LA-0-I02-020,I02-020,I02-020 Åpent snaufjell-dallandskap med innsjø,,,
313,264,NIN-3.0-T-C-PE-LA-0-I02-019,I02-019,I02-019 Åpent fjellhhei-dallandskap med innsjø,,,
314,264,NIN-3.0-T-C-PE-LA-0-I02-018,I02-018,I02-018 Åpent hei- og fjellskogs-dallandskap med innsjø og bygd/bebyggelse,,,
315,264,NIN-3.0-T-C-PE-LA-0-I02-017,I02-017,I02-017 Åpent hei- og fjellskogs-dallandskap med innsjø,,,
316,264,NIN-3.0-T-C-PE-LA-0-I02-016,I02-016,I02-016 Åpent lavlands-dallandskap med innsjø og tettsted/småby,,,
317,264,NIN-3.0-T-C-PE-LA-0-I02-015,I02-015,I02-015 Åpent lavlands-dallandskap med innsjø og jordbruksbygd,,,
318,264,NIN-3.0-T-C-PE-LA-0-I02-014,I02-014,I02-014 Åpent lavlands-dallandskap med innsjø og bygd/bebyggelse,,,
319,264,NIN-3.0-T-C-PE-LA-0-I02-013,I02-013,I02-013 Åpent lavlands-dallandskap med innsjø og jordbruk,,,
320,264,NIN-3.0-T-C-PE-LA-0-I02-012,I02-012,I02-012 Åpent lavlands-dallandskap med innsjø,,,
321,264,NIN-3.0-T-C-PE-LA-0-I02-011,I02-011,I02-011 Åpent snaufjell-dallandskap,,,
322,264,NIN-3.0-T-C-PE-LA-0-I02-010,I02-010,I02-010 Åpent snaufjell-dallandskap med breer,,,
323,264,NIN-3.0-T-C-PE-LA-0-I02-009,I02-009,I02-009 Åpent fjellhei-dallandskap,,,
324,264,NIN-3.0-T-C-PE-LA-0-I02-008,I02-008,I02-008 Åpent hei- og fjellskogs-dallandskap med bygd/bebyggelse,,,
325,264,NIN-3.0-T-C-PE-LA-0-I02-007,I02-007,I02-007 Åpent hei- og fjellskogs-dallandskap,,,
326,264,NIN-3.0-T-C-PE-LA-0-I02-006,I02-006,I02-006 Åpent lavlands-dallandskap med jorbruk og småby,,,
327,264,NIN-3.0-T-C-PE-LA-0-I02-005,I02-005,I02-005 Åpent lavlands-dallandskap med tettsted/småby,,,
328,264,NIN-3.0-T-C-PE-LA-0-I02-004,I02-004,I02-004 Åpent lavlands-dallandskap med jordbruksbygd,,,
329,264,NIN-3.0-T-C-PE-LA-0-I02-003,I02-003,I02-003 Åpent lavlands-dallandskap med bygd/bebyggelse,,,
330,264,NIN-3.0-T-C-PE-LA-0-I02-002,I02-002,I02-002 Åpent lavlands-dallandskap med jordbruk,,,
331,264,NIN-3.0-T-C-PE-LA-0-I02-001,I02-001,I02-001 Åpent lavlands-dallandskap,,,
332,265,NIN-3.0-T-C-PE-LA-0-I01-050,I01-050,I01-050 Bratt lavlands-åslandskap med tettsted/småby,,,
333,265,NIN-3.0-T-C-PE-LA-0-I01-049,I01-049,I01-049 Bratt lavlands-åslandskap med bygd/bebyggelse,,,
334,265,NIN-3.0-T-C-PE-LA-0-I01-048,I01-048,I01-048 Bratt lavlands-åslandskap,,,
335,265,NIN-3.0-T-C-PE-LA-0-I01-047,I01-047,I01-047 Kupert snaufjellslandskap med bre,,,
336,265,NIN-3.0-T-C-PE-LA-0-I01-046,I01-046,I01-046 Kupert snaufjellslandskap,,,
337,265,NIN-3.0-T-C-PE-LA-0-I01-045,I01-045,I01-045 Kupert fjellheilandskap,,,
338,265,NIN-3.0-T-C-PE-LA-0-I01-028,I01-028,I01-028 Småkupert lavlands-åslandskap med jordbruk,,,
339,265,NIN-3.0-T-C-PE-LA-0-I01-054,I01-054,I01-054 Tindelandskap med isbre,,,
340,265,NIN-3.0-T-C-PE-LA-0-I01-053,I01-053,I01-053 Tindelandskap,,,
341,265,NIN-3.0-T-C-PE-LA-0-I01-052,I01-052,I01-052 Bratt fjellheilandskap,,,
342,265,NIN-3.0-T-C-PE-LA-0-I01-051,I01-051,I01-051 Bratt hei- og fjellskogs-landskap,,,
343,265,NIN-3.0-T-C-PE-LA-0-I01-044,I01-044,I01-044 Kupert hei- og fjellskogs-landskap,,,
344,265,NIN-3.0-T-C-PE-LA-0-I01-043,I01-043,I01-043 Kupert lavlands-åslandskap med tettsted/småby,,,
345,265,NIN-3.0-T-C-PE-LA-0-I01-042,I01-042,I01-042 Kupert lavlands-åslandskap med jordbruksbygd,,,
346,265,NIN-3.0-T-C-PE-LA-0-I01-041,I01-041,I01-041 Kupert lavlands-åslandskap med bygd/bebyggelse,,,
347,265,NIN-3.0-T-C-PE-LA-0-I01-040,I01-040,I01-040 Kupert lavlands-åslandskap,,,
348,265,NIN-3.0-T-C-PE-LA-0-I01-039,I01-039,I01-039 Småkupert snaufjellslandskap med bre,,,
349,265,NIN-3.0-T-C-PE-LA-0-I01-038,I01-038,I01-038 Småkupert snaufjellslandskap,,,
350,265,NIN-3.0-T-C-PE-LA-0-I01-037,I01-037,I01-037 Småkupert fjellheilandskap med bygd/bebyggelse,,,
351,265,NIN-3.0-T-C-PE-LA-0-I01-036,I01-036,I01-036 Småkupert fjellheilandskap,,,
352,265,NIN-3.0-T-C-PE-LA-0-I01-035,I01-035,I01-035 Småkupert hei- og fjellskogs-landskap med bygd/bebyggelse,,,
353,265,NIN-3.0-T-C-PE-LA-0-I01-034,I01-034,I01-034 Småkupert hei- og fjellskogs-landskap med jordbruk,,,
354,265,NIN-3.0-T-C-PE-LA-0-I01-033,I01-033,I01-033 Småkupert hei- og fjellskogs-landskap,,,
355,265,NIN-3.0-T-C-PE-LA-0-I01-032,I01-032,I01-032 Småkupert lavlands-åslandskap med tettsted/småby og jordbruk,,,
356,265,NIN-3.0-T-C-PE-LA-0-I01-031,I01-031,I01-031 Småkupert lavlands-åslandskap med tettsted/småby,,,
357,265,NIN-3.0-T-C-PE-LA-0-I01-030,I01-030,I01-030 Småkupert lavlands-åslandskap med jordbruksbygd,,,
358,265,NIN-3.0-T-C-PE-LA-0-I01-029,I01-029,I01-029 Småkupert lavlands-åslandskap med bygd/bebyggelse,,,
359,265,NIN-3.0-T-C-PE-LA-0-I01-027,I01-027,I01-027 Småkupert lavlands-åslandskap,,,
360,265,NIN-3.0-T-C-PE-LA-0-I01-026,I01-026,I01-026 Slakt snaufjellslandskap med isbre,,,
361,265,NIN-3.0-T-C-PE-LA-0-I01-025,I01-025,I01-025 Slakt snaufjellslandskap,,,
362,265,NIN-3.0-T-C-PE-LA-0-I01-024,I01-024,I01-024 Slak fjellheilandskap med bygd/bebyggelse,,,
363,265,NIN-3.0-T-C-PE-LA-0-I01-023,I01-023,I01-023 Slakt fjellheilandskap,,,
364,265,NIN-3.0-T-C-PE-LA-0-I01-022,I01-022,I01-022 Slakt hei- og fjellskogs-landskap med bygd/bebyggelse,,,
365,265,NIN-3.0-T-C-PE-LA-0-I01-021,I01-021,I01-021 Slakt hei- og fjellskogs-landskap,,,
366,265,NIN-3.0-T-C-PE-LA-0-I01-020,I01-020,I01-020 Slakt lavlands-åslandskap med storby,,,
367,265,NIN-3.0-T-C-PE-LA-0-I01-019,I01-019,I01-019 Slakt lavlands-åslandskap med tettsted/småby og jordbruk,,,
368,265,NIN-3.0-T-C-PE-LA-0-I01-018,I01-018,I01-018 Slakt lavlands-åslandskap med tettsted/småby,,,
369,265,NIN-3.0-T-C-PE-LA-0-I01-017,I01-017,I01-017 Slakt lavlands-åslandskap med jordbruksbygd,,,
370,265,NIN-3.0-T-C-PE-LA-0-I01-016,I01-016,I01-016 Slakt lavlands-åslandskap med bygd/bebyggelse,,,
371,265,NIN-3.0-T-C-PE-LA-0-I01-015,I01-015,I01-015 Slakt lavlands-åslandskap med skog og jordbruk,,,
372,265,NIN-3.0-T-C-PE-LA-0-I01-014,I01-014,I01-014 Slakt lavlands-åslandskap,,,
373,265,NIN-3.0-T-C-PE-LA-0-I01-013,I01-013,I01-013 Dalformet snaufjellslandskap med isbre,,,
374,265,NIN-3.0-T-C-PE-LA-0-I01-012,I01-012,I01-012 Dalformet snaufjellslandskap,,,
375,265,NIN-3.0-T-C-PE-LA-0-I01-011,I01-011,I01-011 Dalformet fjellheilandskap,,,
376,265,NIN-3.0-T-C-PE-LA-0-I01-010,I01-010,I01-010 Dalformet hei- og fjellskogs-landskap med bygd/bebyggelse,,,
377,265,NIN-3.0-T-C-PE-LA-0-I01-009,I01-009,I01-009 Dalformet hei- og fjellskogs-landskap med jordbruk,,,
378,265,NIN-3.0-T-C-PE-LA-0-I01-008,I01-008,I01-008 Dalformet hei- og fjellskogs-landskap,,,
379,265,NIN-3.0-T-C-PE-LA-0-I01-007,I01-007,I01-007 Dalformet lavlands-åslandskap med storby,,,
380,265,NIN-3.0-T-C-PE-LA-0-I01-006,I01-006,I01-006 Dalformet lavlands-åslandskap med småby og jordbruk,,,
381,265,NIN-3.0-T-C-PE-LA-0-I01-005,I01-005,I01-005 Dalformet lavlands-åslandskap med tettsted/småby,,,
382,265,NIN-3.0-T-C-PE-LA-0-I01-004,I01-004,I01-004 Dalformet lavlands-åslandskap med jordbruksbygd,,,
383,265,NIN-3.0-T-C-PE-LA-0-I01-003,I01-003,I01-003 Dalformet lavlands-åslandskap med bygd/bebyggelse,,,
384,265,NIN-3.0-T-C-PE-LA-0-I01-002,I01-002,I01-002 Dalformet lavlands-åslandskap med jordbruk,,,
385,265,NIN-3.0-T-C-PE-LA-0-I01-001,I01-001,I01-001 Dalformet lavlands-åslandskap,,,
386,266,NIN-3.0-T-C-PE-NA-VM-SM03-01,SM03-01,SM03-01 Marine vannmassesystemer preget av kronisk fysikalsk-kjemisk påvirkning,,,
387,267,NIN-3.0-T-C-PE-NA-VM-SM02-01,SM02-01,SM02-01 Marine vannmassesystemer preget av kronisk fysisk påvirkning,,,
388,268,NIN-3.0-T-C-PE-NA-VM-SM01-01,SM01-01,SM01-01 Nye marine vannmassesystemer,,,
389,269,NIN-3.0-T-C-PE-NA-VM-SC07-02,SC07-02,SC07-02 Brakke til normalsalte vannmassesystemer på polar havis-overflate,,,
390,269,NIN-3.0-T-C-PE-NA-VM-SC07-01,SC07-01,SC07-01 Ultrabrakke til klart brakke vannmassesystemer på polar havis-overflate,,,
391,270,NIN-3.0-T-C-PE-NA-VM-SC06-02,SC06-02,SC06-02 Vannmassesystemer under polar havis,,,
392,270,NIN-3.0-T-C-PE-NA-VM-SC06-01,SC06-01,SC06-01 Vannmassesystemer i kontaktsonen ved polar havis,,,
393,271,NIN-3.0-T-C-PE-NA-VM-SC05-02,SC05-02,SC05-02 Littoralbasseng,,,
394,271,NIN-3.0-T-C-PE-NA-VM-SC05-01,SC05-01,SC05-01 Poll,,,
395,272,NIN-3.0-T-C-PE-NA-VM-SC04-02,SC04-02,SC04-02 Oksygenfrie marine vannmassesystemer,,,
396,272,NIN-3.0-T-C-PE-NA-VM-SC04-01,SC04-01,SC04-01 Periodisk oksygenfrie marine vannmassesystemer,,,
397,273,NIN-3.0-T-C-PE-NA-VM-SC03-01,SC03-01,SC03-01 Afotiske sirkulerende fjordvannmassesystemer,,,
398,274,NIN-3.0-T-C-PE-NA-VM-SC02-05,SC02-05,SC02-05 Klart til sterkt ferskvannspåvirkede og turbide eufotiske fjordvannmassesystemer i indre fjord,,,
399,274,NIN-3.0-T-C-PE-NA-VM-SC02-04,SC02-04,SC02-04 Klart til sterkt ferskvannspåvirkede og humøse eufotiske fjordvannmassesystemer i indre fjord,,,
400,274,NIN-3.0-T-C-PE-NA-VM-SC02-03,SC02-03,SC02-03 Klart til sterkt ferskvannspåvirkede eufotiske fjordvannmassesystemer i indre fjord,,,
401,274,NIN-3.0-T-C-PE-NA-VM-SC02-02,SC02-02,SC02-02 Moderat ferskvannspåvirkede eufotiske fjordvannmassesystemer i midtre fjord,,,
402,274,NIN-3.0-T-C-PE-NA-VM-SC02-01,SC02-01,SC02-01 Lite ferskvannspåvirkede eufotiske fjordvannmassesystemer i ytre fjord,,,
403,275,NIN-3.0-T-C-PE-NA-VM-SC01-02,SC01-02,SC01-02 Afotiske intermediære og dypvanns-havvannmassesystemer,,,
404,275,NIN-3.0-T-C-PE-NA-VM-SC01-01,SC01-01,SC01-01 Afotiske atlantiske og arktiske havvannmassesystemer,,,
405,276,NIN-3.0-T-C-PE-NA-VM-SA01-02,SA01-02,SA01-02 Eufotiske havvannmassesystemer i Norskehavet og Barentshavet sør for iskanten,,,
406,276,NIN-3.0-T-C-PE-NA-VM-SA01-01,SA01-01,SA01-01 Eufotiske havvannmassesystemeri Nordsjøen og Skagerrak,,,
407,277,NIN-3.0-T-C-PE-NA-MB-OM02-04,OM02-04,OM02-04 Kronisk forsuret fastbunn i elv,OM02-M005-02,OM02-M020-02,OM02-M050-02
408,277,NIN-3.0-T-C-PE-NA-MB-OM02-03,OM02-03,OM02-03 Kronisk forsuret sedimentbunn i elv,OM02-M005-02,OM02-M020-02,OM02-M050-02
409,277,NIN-3.0-T-C-PE-NA-MB-OM02-02,OM02-02,OM02-02 Kronisk kjemisk påvirket fastbunn i elv,OM02-M005-01,OM02-M020-01,OM02-M050-01
410,277,NIN-3.0-T-C-PE-NA-MB-OM02-01,OM02-01,OM02-01 Kronisk kjemisk påvirket sedimentbunn i elv,OM02-M005-01,OM02-M020-01,OM02-M050-01
411,278,NIN-3.0-T-C-PE-NA-MB-OM01-05,OM01-05,OM01-05 Turbid minstevannførings-strekning i elv,OM01-M005-03,OM01-M020-03,OM01-M050-03
412,278,NIN-3.0-T-C-PE-NA-MB-OM01-04,OM01-04,OM01-04 Kalkrik kronisk fysisk forstyrret fastbunn i elv,OM01-M005-02,OM01-M020-02,OM01-M050-02
