fid,hovedtyper_fkey,langkode,kode_id,navn
174,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-04,VA01-M005-04,VA01-M005-04 Litt kalkfattig til svakt intermediært nedre tuenivå
175,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-03,VA01-M005-03,VA01-M005-03 Litt kalkfattig til svakt intermediær mykmatte til øvre fastmatte
176,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-02,VA01-M005-02,VA01-M005-02 Temmelig til svært kalkfattig tuenivå
177,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-01,VA01-M005-01,VA01-M005-01 Temmelig til svært kalkfattig mykmatte til øvre fastmatte
178,321,NiN-3.0-T-C-PE-NA-MB-VO01-M005-01,VO01-M005-01,VO01-M005-01 Sterkt tråkkpreget våtmark
179,322,NiN-3.0-T-C-PE-NA-MB-VM06-M005-01,VM06-M005-01,VM06-M005-01 Ny grunn våtmark på menneskebetinget forsumpet fastmark
180,323,NiN-3.0-T-C-PE-NA-MB-VM05-M005-01,VM05-M005-01,VM05-M005-01 Ny grunn våtmark på tidligere ferskvannsbunn
181,324,NiN-3.0-T-C-PE-NA-MB-VM04-M005-01,VM04-M005-01,VM04-M005-01 Sterkt endret ikke torvproduserende våtmark
182,325,NiN-3.0-T-C-PE-NA-MB-VM03-M005-01,VM03-M005-01,VM03-M005-01 Ny torvmark på menneskebetinget forsumpet fastmark
183,326,NiN-3.0-T-C-PE-NA-MB-VM02-M005-01,VM02-M005-01,VM02-M005-01 Ny torvmark på tidligere ferskvannsbunn
184,327,NiN-3.0-T-C-PE-NA-MB-VM01-M005-04,VM01-M005-04,VM01-M005-04 Grøftet nedbørsmyr
185,327,NiN-3.0-T-C-PE-NA-MB-VM01-M005-06,VM01-M005-06,VM01-M005-06 Nedbørsmyr-torvtak
186,327,NiN-3.0-T-C-PE-NA-MB-VM01-M005-05,VM01-M005-05,VM01-M005-05 Jordvannsmyr-torvtak
187,327,NiN-3.0-T-C-PE-NA-MB-VM01-M005-03,VM01-M005-03,VM01-M005-03 Klart kalkrik grøftet jordvannsmyr
188,327,NiN-3.0-T-C-PE-NA-MB-VM01-M005-02,VM01-M005-02,VM01-M005-02 Sterkt intermediær til litt kalkrik grøftet jordvannsmyr
189,327,NiN-3.0-T-C-PE-NA-MB-VM01-M005-01,VM01-M005-01,VM01-M005-01 Kalkfattig til svakt intermediær grøftet jordvannsmyr
190,328,NiN-3.0-T-C-PE-NA-MB-VK02-M005-03,VK02-M005-03,VK02-M005-03 Klart kalkrik semi-naturlig våteng
191,328,NiN-3.0-T-C-PE-NA-MB-VK02-M005-02,VK02-M005-02,VK02-M005-02 Sterkt intermediær til litt kalkrik semi-naturlig våteng
192,328,NiN-3.0-T-C-PE-NA-MB-VK02-M005-01,VK02-M005-01,VK02-M005-01 Kalkfattig til svakt intermediær semi-naturlig våteng
193,329,NiN-3.0-T-C-PE-NA-MB-VK01-M005-03,VK01-M005-03,VK01-M005-03 Kalkrik slåttemyr
194,329,NiN-3.0-T-C-PE-NA-MB-VK01-M005-02,VK01-M005-02,VK01-M005-02 Sterkt intermediær til litt kalkrik slåttemyr
195,329,NiN-3.0-T-C-PE-NA-MB-VK01-M005-01,VK01-M005-01,VK01-M005-01 Kalkfattig til svakt intermediær slåttemyr
196,330,NiN-3.0-T-C-PE-NA-MB-VI01-M005-03,VI01-M005-03,VI01-M005-03 Grøftet våtmarks-kalkskogsmark
197,330,NiN-3.0-T-C-PE-NA-MB-VI01-M005-04,VI01-M005-04,VI01-M005-04 Våtmarks-kalkskogsmark med treslagsskifte eller tilplanting
198,330,NiN-3.0-T-C-PE-NA-MB-VI01-M005-02,VI01-M005-02,VI01-M005-02 Ikke-kalkrik våtmarksskogsmark med treslagsskifte eller tilplanting
199,330,NiN-3.0-T-C-PE-NA-MB-VI01-M005-01,VI01-M005-01,VI01-M005-01 Ikke-kalkrik grøftet våtmarksskogsmark
200,331,NiN-3.0-T-C-PE-NA-MB-VG02-M005-02,VG02-M005-02,VG02-M005-02 Ny naturgitt grunn våtmark med innsjø- eller elvevannstilførsel
201,331,NiN-3.0-T-C-PE-NA-MB-VG02-M005-01,VG02-M005-01,VG02-M005-01 Ny naturgitt grunn våtmark med jordvannstilførsel eller kildepreg
202,332,NiN-3.0-T-C-PE-NA-MB-VG01-M005-02,VG01-M005-02,VG01-M005-02 Ny naturgitt torvmark med innsjø- eller elvevannstilførsel
203,332,NiN-3.0-T-C-PE-NA-MB-VG01-M005-01,VG01-M005-01,VG01-M005-01 Ny naturgitt torvmark med jordvannstilførsel eller kildepreg
204,333,NiN-3.0-T-C-PE-NA-MB-VF02-M005-02,VF02-M005-02,VF02-M005-02 Kalkrik innsjø-strandsumpskogsmark
205,333,NiN-3.0-T-C-PE-NA-MB-VF02-M005-03,VF02-M005-03,VF02-M005-03 Kalkrik saltpåvirket hav-strandsumpskogsmark
206,333,NiN-3.0-T-C-PE-NA-MB-VF02-M005-01,VF02-M005-01,VF02-M005-01 Intermediær til litt kalkrik innsjø-strandsumpskogsmark
207,334,NiN-3.0-T-C-PE-NA-MB-VF01-M005-01,VF01-M005-01,VF01-M005-01 Nedbørsmyr-skogsmark
208,335,NiN-3.0-T-C-PE-NA-MB-VE01-M005-02,VE01-M005-02,VE01-M005-02 Temmelig til ekstremt kalkrik oppfrysingsvåtmark
209,335,NiN-3.0-T-C-PE-NA-MB-VE01-M005-01,VE01-M005-01,VE01-M005-01 Kalkfattig til litt kalkrik oppfrysingsvåtmark
210,336,NiN-3.0-T-C-PE-NA-MB-VC05-M005-02,VC05-M005-02,"VC05-M005-02 Fast og tuet, knapt kildepåvirket permafrost-våtmark"
211,336,NiN-3.0-T-C-PE-NA-MB-VC05-M005-01,VC05-M005-01,VC05-M005-01 Permafrost-våtmark i nedre mykmatte-nedre fastmattenivå
212,337,NiN-3.0-T-C-PE-NA-MB-VC04-M005-10,VC04-M005-10,VC04-M005-10 Sterkt kalkrikt ekstrem-kildesnøleie
213,337,NiN-3.0-T-C-PE-NA-MB-VC04-M005-09,VC04-M005-09,VC04-M005-09 Kalkfattig til litt rikt ekstrem-kildesnøleie
214,337,NiN-3.0-T-C-PE-NA-MB-VC04-M005-08,VC04-M005-08,"VC04-M005-08 Sterkt kalkrikt ekstremt, kildepåvirket snøleie"
215,337,NiN-3.0-T-C-PE-NA-MB-VC04-M005-07,VC04-M005-07,"VC04-M005-07 Kalkfattig til litt rikt ekstremt, kildepåvirket snøleie"
216,337,NiN-3.0-T-C-PE-NA-MB-VC04-M005-06,VC04-M005-06,VC04-M005-06 Temmelig til ekstremt kalkrikt seint kildesnøleie
217,337,NiN-3.0-T-C-PE-NA-MB-VC04-M005-05,VC04-M005-05,VC04-M005-05 Kalkfattig til litt rikt seint kildesnøleie
218,337,NiN-3.0-T-C-PE-NA-MB-VC04-M005-04,VC04-M005-04,VC04-M005-04 Sterkt kalkrikt seint våtsnøleie eller kildepåvirket snøleie
219,337,NiN-3.0-T-C-PE-NA-MB-VC04-M005-03,VC04-M005-03,VC04-M005-03 Kalkfattig til litt rikt seint våtsnøleie eller kildepåvirket snøleie
220,337,NiN-3.0-T-C-PE-NA-MB-VC04-M005-02,VC04-M005-02,VC04-M005-02 Sterkt kalkrikt våtsnøleie og kildepåvirket snøleie
221,337,NiN-3.0-T-C-PE-NA-MB-VC04-M005-01,VC04-M005-01,VC04-M005-01 Kalkfattig til litt rikt moderat våtsnøleie og kildepåvirket snøleie
222,338,NiN-3.0-T-C-PE-NA-MB-TO04-M005-03,TO04-M005-03,TO04-M005-03 Svært intensivt høstet jordbruksmark med utjevnet overflate
223,338,NiN-3.0-T-C-PE-NA-MB-TO04-M005-02,TO04-M005-02,TO04-M005-02 Intensivt høstet jordbruksmark med utjevnet overflate
224,338,NiN-3.0-T-C-PE-NA-MB-TO04-M005-01,TO04-M005-01,TO04-M005-01 Intensivt høstet jordbruksmark uten markbearbeiding
225,339,NiN-3.0-T-C-PE-NA-MB-TO03-M005-02,TO03-M005-02,TO03-M005-02 Intensivt høstet og sterkt gjødslet oppdyrket varig eng
226,339,NiN-3.0-T-C-PE-NA-MB-TO03-M005-04,TO03-M005-04,TO03-M005-04 Svært intensivt høstet og overgjødslet oppdyrket varig eng
227,339,NiN-3.0-T-C-PE-NA-MB-TO03-M005-03,TO03-M005-03,TO03-M005-03 Intensivt høstet og overgjødslet oppdyrket varig eng
228,339,NiN-3.0-T-C-PE-NA-MB-TO03-M005-01,TO03-M005-01,TO03-M005-01 Intensivt høstet og ugjødslet til temmelig sterkt gjødslet oppdyrket varig eng
229,340,NiN-3.0-T-C-PE-NA-MB-TO02-M005-01,TO02-M005-01,TO02-M005-01 Oppdyrket mark med semi-naturlig engpreg
230,341,NiN-3.0-T-C-PE-NA-MB-TO01-M005-01,TO01-M005-01,TO01-M005-01 Åker
231,342,NiN-3.0-T-C-PE-NA-MB-TN03-M005-01,TN03-M005-01,"TN03-M005-01 Vegkanter, plener, parker og liknende uten semi-naturlig hevdpreg"
232,343,NiN-3.0-T-C-PE-NA-MB-TN02-M005-01,TN02-M005-01,"TN02-M005-01 Blomsterenger, usprøytete vegkanter og liknende med semi-naturlig hevdpreg"
233,344,NiN-3.0-T-C-PE-NA-MB-TN01-M005-01,TN01-M005-01,TN01-M005-01 Blomsterbed og annen hyppig bearbeidet mark
234,345,NiN-3.0-T-C-PE-NA-MB-TM06-M005-03,TM06-M005-03,TM06-M005-03 Mellomsuksesjonsstadium i skogsmark
235,345,NiN-3.0-T-C-PE-NA-MB-TM06-M005-02,TM06-M005-02,TM06-M005-02 Mellomsuksesjonsstadium som ikke har opphav i skogsmark
236,345,NiN-3.0-T-C-PE-NA-MB-TM06-M005-01,TM06-M005-01,TM06-M005-01 Sterkt endret skogsmark etter markinngrep
237,346,NiN-3.0-T-C-PE-NA-MB-TM05-M005-02,TM05-M005-02,TM05-M005-02 Ny løs fastmark på drenert nedbørsmyr
238,346,NiN-3.0-T-C-PE-NA-MB-TM05-M005-01,TM05-M005-01,TM05-M005-01 Ny løs fastmark på drenert jordvannsmyr
239,347,NiN-3.0-T-C-PE-NA-MB-TM04-M005-02,TM04-M005-02,TM04-M005-02 Ny løs fastmark på tørrlagt elvebunn
240,347,NiN-3.0-T-C-PE-NA-MB-TM04-M005-01,TM04-M005-01,TM04-M005-01 Ny løs fastmark på tørrlagt innsjøbunn
241,348,NiN-3.0-T-C-PE-NA-MB-TM03-M005-06,TM03-M005-06,TM03-M005-06 Sterkt endret fastmark av fint organisk avfall
242,348,NiN-3.0-T-C-PE-NA-MB-TM03-M005-08,TM03-M005-08,"TM03-M005-08 Sterkt endret fastmark av ikke-konsolidert løst, sterkt modifisert eller syntetisk substrat"
243,348,NiN-3.0-T-C-PE-NA-MB-TM03-M005-07,TM03-M005-07,"TM03-M005-07 Sterkt endret fastmark av konsolidert løst, sterkt modifisert eller syntetisk substrat"
244,348,NiN-3.0-T-C-PE-NA-MB-TM03-M005-05,TM03-M005-05,TM03-M005-05 Sterkt endret fastmark av grovt organisk avfall
245,348,NiN-3.0-T-C-PE-NA-MB-TM03-M005-04,TM03-M005-04,TM03-M005-04 Sterkt endret fastmark av substrat preget av kjemisk påvirkning
246,348,NiN-3.0-T-C-PE-NA-MB-TM03-M005-03,TM03-M005-03,TM03-M005-03 Sterkt endret fastmark med dekke av sand og grus
247,348,NiN-3.0-T-C-PE-NA-MB-TM03-M005-02,TM03-M005-02,TM03-M005-02 Sterkt endret fastmark med dekke av leire og silt
248,348,NiN-3.0-T-C-PE-NA-MB-TM03-M005-01,TM03-M005-01,TM03-M005-01 Sterkt endret fastmark med dekke av jord eller blandet sediment
249,349,NiN-3.0-T-C-PE-NA-MB-TM02-M005-02,TM02-M005-02,TM02-M005-02 Ny hard fastmark på tørrlagt elvebunn
250,349,NiN-3.0-T-C-PE-NA-MB-TM02-M005-01,TM02-M005-01,TM02-M005-01 Ny hard fastmark på tørrlagt innsjøbunn
251,350,NiN-3.0-T-C-PE-NA-MB-TM01-M005-03,TM01-M005-03,TM01-M005-03 Hard sterkt endret fastmark av sterkt modifisert eller endret substrat
252,350,NiN-3.0-T-C-PE-NA-MB-TM01-M005-02,TM01-M005-02,TM01-M005-02 Hulrom i hard sterkt endret fastmark
253,350,NiN-3.0-T-C-PE-NA-MB-TM01-M005-01,TM01-M005-01,TM01-M005-01 Hard sterkt endret fastmark av lite modifisert substrat
254,351,NiN-3.0-T-C-PE-NA-MB-TL01-M005-07,TL01-M005-07,TL01-M005-07 Intermediær til litt kalkrik frisk ny eng med semi-naturlig preg med klar kildevannspåvirkning
255,351,NiN-3.0-T-C-PE-NA-MB-TL01-M005-04,TL01-M005-04,"TL01-M005-04 Kalkfattig, intermediær til tørkeutsatt ny eng med semi-naturlig preg"
256,351,NiN-3.0-T-C-PE-NA-MB-TL01-M005-08,TL01-M005-08,TL01-M005-08 Sterkt kalkrik frisk ny eng med semi-naturlig preg med klar kildevannspåvirkning
257,351,NiN-3.0-T-C-PE-NA-MB-TL01-M005-06,TL01-M005-06,"TL01-M005-06 Sterkt kalkrik, intermediær til tørkeutsatt ny eng med semi-naturlig preg"
258,351,NiN-3.0-T-C-PE-NA-MB-TL01-M005-05,TL01-M005-05,"TL01-M005-05 Intermediær til litt kalkrik, intermediær til tørkeutsatt ny eng med semi-naturlig preg"
259,351,NiN-3.0-T-C-PE-NA-MB-TL01-M005-03,TL01-M005-03,TL01-M005-03 Sterkt kalkrik frisk ny eng med semi-naturlig preg
260,351,NiN-3.0-T-C-PE-NA-MB-TL01-M005-02,TL01-M005-02,TL01-M005-02 Intermediær til litt kalkrik frisk ny eng med semi-naturlig preg
261,351,NiN-3.0-T-C-PE-NA-MB-TL01-M005-01,TL01-M005-01,TL01-M005-01 Kalkfattig frisk ny eng med semi-naturlig preg
262,352,NiN-3.0-T-C-PE-NA-MB-TK03-M005-04,TK03-M005-04,TK03-M005-04 Intermediær til litt kalkrik veldrenert-vekselfuktig kystlynghei
263,352,NiN-3.0-T-C-PE-NA-MB-TK03-M005-07,TK03-M005-07,TK03-M005-07 Intermediær til litt kalkrik fukt-kystlynghei
264,352,NiN-3.0-T-C-PE-NA-MB-TK03-M005-08,TK03-M005-08,TK03-M005-08 Sterkt kalkrik fukt-kystlynghei
265,352,NiN-3.0-T-C-PE-NA-MB-TK03-M005-06,TK03-M005-06,TK03-M005-06 Kalkfattig fukt-kystlynghei
266,352,NiN-3.0-T-C-PE-NA-MB-TK03-M005-05,TK03-M005-05,TK03-M005-05 Sterkt kalkrik veldrenert-vekselfuktig kystlynghei
267,352,NiN-3.0-T-C-PE-NA-MB-TK03-M005-03,TK03-M005-03,TK03-M005-03 Kalkfattig veldrenert til vekselfuktig kystlynghei
268,352,NiN-3.0-T-C-PE-NA-MB-TK03-M005-02,TK03-M005-02,TK03-M005-02 Intermediær til litt kalkrik bakli-hei
269,352,NiN-3.0-T-C-PE-NA-MB-TK03-M005-01,TK03-M005-01,TK03-M005-01 Kalkfattig bakli-hei
270,353,NiN-3.0-T-C-PE-NA-MB-TK02-M005-02,TK02-M005-02,TK02-M005-02 Semi-naturlig strandeng på skjellsand
271,353,NiN-3.0-T-C-PE-NA-MB-TK02-M005-01,TK02-M005-01,TK02-M005-01 Semi-naturlig strandeng på uorganisk substrat
272,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-25,TK01-M005-25,TK01-M005-25 Svakt kalkrik kildevannspåvirket semi-naturlig fukteng
273,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-24,TK01-M005-24,TK01-M005-24 Klart kalkrik åpen semi-naturlig markryddet tørreng
274,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-23,TK01-M005-23,TK01-M005-23 Svakt kalkrik åpen semi-naturlig markryddet tørreng
275,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-22,TK01-M005-22,TK01-M005-22 Kalkfattig åpen semi-naturlig markryddet tørreng
276,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-21,TK01-M005-21,TK01-M005-21 Klart kalkrik åpen semi-naturlig markryddet eng
277,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-20,TK01-M005-20,TK01-M005-20 Svakt kalkrik åpen semi-naturlig markryddet eng
278,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-19,TK01-M005-19,TK01-M005-19 Kalkfattig åpen semi-naturlig markryddet eng
279,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-16,TK01-M005-16,TK01-M005-16 Kalkfattig åpen semi-naturlig ikke markryddet tørreng
280,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-15,TK01-M005-15,TK01-M005-15 Klart kalkrik åpen semi-naturlig ikke markryddet eng
281,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-14,TK01-M005-14,TK01-M005-14 Svakt kalkrik åpen semi-naturlig ikke markryddet eng
282,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-13,TK01-M005-13,TK01-M005-13 Kalkfattig åpen semi-naturlig ikke markryddet eng
283,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-12,TK01-M005-12,TK01-M005-12 Klart kalkrik semi-naturlig markryddet tørreng med åpent tresjikt
284,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-11,TK01-M005-11,TK01-M005-11 Svakt kalkrik semi-naturlig markryddet tørreng med åpent tresjikt
285,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-10,TK01-M005-10,TK01-M005-10 Kalkfattig semi-naturlig markryddet tørreng med åpent tresjikt
286,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-27,TK01-M005-27,TK01-M005-27 Kalkrik åpen semi-naturlig eng på stabilisert sand
287,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-26,TK01-M005-26,TK01-M005-26 Klart kalkrik kildevannspåvirket semi-naturlig fukteng
288,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-18,TK01-M005-18,TK01-M005-18 Klart kalkrik åpen semi-naturlig ikke markryddet tørreng
289,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-17,TK01-M005-17,TK01-M005-17 Svakt kalkrik åpen semi-naturlig ikke markryddet tørreng
290,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-09,TK01-M005-09,TK01-M005-09 Klart kalkrik semi-naturlig markryddet eng med åpent tresjikt
291,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-08,TK01-M005-08,TK01-M005-08 Svakt kalkrik semi-naturlig markryddet eng med åpent tresjikt
292,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-07,TK01-M005-07,TK01-M005-07 Kalkfattig semi-naturlig markryddet eng med åpent tresjikt
293,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-06,TK01-M005-06,TK01-M005-06 Klart kalkrik semi-naturlig ikke markryddet tørreng med åpent tresjikt
294,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-05,TK01-M005-05,TK01-M005-05 Svakt kalkrik semi-naturlig ikke markryddet tørreng med åpent tresjikt
295,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-04,TK01-M005-04,TK01-M005-04 Kalkfattig semi-naturlig ikke markryddet tørreng med åpent tresjikt
296,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-03,TK01-M005-03,TK01-M005-03 Klart kalkrik semi-naturlig ikke markryddet eng med åpent tresjikt
297,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-02,TK01-M005-02,TK01-M005-02 Svakt kalkrik semi-naturlig ikke markryddet eng med åpent tresjikt
298,354,NiN-3.0-T-C-PE-NA-MB-TK01-M005-01,TK01-M005-01,TK01-M005-01 Kalkfattig semi-naturlig eng uten markrydding med åpent tresjikt
299,355,NiN-3.0-T-C-PE-NA-MB-TI01-M005-04,TI01-M005-04,TI01-M005-04 Grøftet eller markforstyrret klart endret tørrere kalkskog
300,355,NiN-3.0-T-C-PE-NA-MB-TI01-M005-10,TI01-M005-10,TI01-M005-10 Klart endret høgstaudeskog
301,355,NiN-3.0-T-C-PE-NA-MB-TI01-M005-09,TI01-M005-09,TI01-M005-09 Klart endret storbregneskog
302,355,NiN-3.0-T-C-PE-NA-MB-TI01-M005-08,TI01-M005-08,TI01-M005-08 Hugd eller treslagstypeskiftet klart endret tørrere kalkskog
303,355,NiN-3.0-T-C-PE-NA-MB-TI01-M005-07,TI01-M005-07,TI01-M005-07 Hugd eller treslagstypeskiftet klart endret tørrere ikke-kalkrik skog
304,355,NiN-3.0-T-C-PE-NA-MB-TI01-M005-06,TI01-M005-06,TI01-M005-06 Hugd eller treslagstypeskiftet klart endret friskere kalkskog
305,355,NiN-3.0-T-C-PE-NA-MB-TI01-M005-05,TI01-M005-05,TI01-M005-05 Hugd eller treslagstypeskiftet klart endret friskere ikke-kalkrik skog
306,355,NiN-3.0-T-C-PE-NA-MB-TI01-M005-03,TI01-M005-03,TI01-M005-03 Grøftet eller markforstyrret klart endret tørrere ikke-kalkrik skog
307,355,NiN-3.0-T-C-PE-NA-MB-TI01-M005-02,TI01-M005-02,TI01-M005-02 Grøftet eller markforstyrret klart endret friskere kalkskog
308,355,NiN-3.0-T-C-PE-NA-MB-TI01-M005-01,TI01-M005-01,TI01-M005-01 Grøftet eller markforstyrret klart endret friskere ikke-kalkrik skog
309,356,NiN-3.0-T-C-PE-NA-MB-TH01-M005-11,TH01-M005-11,TH01-M005-11 Avskoget høgstaude-fjelleng
310,356,NiN-3.0-T-C-PE-NA-MB-TH01-M005-14,TH01-M005-14,TH01-M005-14 Avskoget kalkrik fjell-fukteng
311,356,NiN-3.0-T-C-PE-NA-MB-TH01-M005-13,TH01-M005-13,TH01-M005-13 Avskoget intermediær til svakt kalkfattig fjell-fukthei
312,356,NiN-3.0-T-C-PE-NA-MB-TH01-M005-12,TH01-M005-12,TH01-M005-12 Avskoget kalkfattig fjell-fukthei
313,356,NiN-3.0-T-C-PE-NA-MB-TH01-M005-10,TH01-M005-10,TH01-M005-10 Avskoget storbregne-fjelleng
314,356,NiN-3.0-T-C-PE-NA-MB-TH01-M005-09,TH01-M005-09,TH01-M005-09 Klart kalkrik avskoget lavhei
315,356,NiN-3.0-T-C-PE-NA-MB-TH01-M005-08,TH01-M005-08,TH01-M005-08 Intermediær til litt kalkrik avskoget lavhei
316,356,NiN-3.0-T-C-PE-NA-MB-TH01-M005-07,TH01-M005-07,TH01-M005-07 Kalkfattig avskoget lavhei
317,356,NiN-3.0-T-C-PE-NA-MB-TH01-M005-06,TH01-M005-06,TH01-M005-06 Klart kalkrik avskoget lynghei
318,356,NiN-3.0-T-C-PE-NA-MB-TH01-M005-05,TH01-M005-05,TH01-M005-05 Intermediær til litt kalkrik avskoget lynghei
319,356,NiN-3.0-T-C-PE-NA-MB-TH01-M005-04,TH01-M005-04,TH01-M005-04 Kalkfattig avskoget lynghei
320,356,NiN-3.0-T-C-PE-NA-MB-TH01-M005-03,TH01-M005-03,TH01-M005-03 Klart kalkrik avskoget bærlynghei
321,356,NiN-3.0-T-C-PE-NA-MB-TH01-M005-02,TH01-M005-02,TH01-M005-02 Intermediær til litt kalkrik bærlynghei
322,356,NiN-3.0-T-C-PE-NA-MB-TH01-M005-01,TH01-M005-01,TH01-M005-01 Kalkfattig avskoget bærlynghei
323,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-41,TG01-M005-41,TG01-M005-41 Flomskredmateriale
324,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-40,TG01-M005-40,TG01-M005-40 Synkehull i permafrost
325,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-39,TG01-M005-39,TG01-M005-39 Skogsmarkspreget historisk jordskred
326,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-38,TG01-M005-38,TG01-M005-38 Snøleiepreget historisk jordskred
327,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-37,TG01-M005-37,TG01-M005-37 Historisk jordskred
328,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-33,TG01-M005-33,TG01-M005-33 Udifferensiert historisk skred av sand og grus
329,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-32,TG01-M005-32,TG01-M005-32 Skogsmarkspreget historisk silt- og leirskred
330,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-31,TG01-M005-31,TG01-M005-31 Udifferensiert historisk silt- og leirskred
331,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-30,TG01-M005-30,TG01-M005-30 Konsoliderte marine bresedimenter
332,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-29,TG01-M005-29,TG01-M005-29 Fjellnatur-preget breforland og snøavsmeltingsområde dominert av stein og blokk
333,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-28,TG01-M005-28,TG01-M005-28 Udifferensiert breforland og snøavsmeltingsområde dominert av stein og blokk
334,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-27,TG01-M005-27,"TG01-M005-27 Skogsmarkspreget leire-, silt-, sand og grusdominert breforland og snøavsmeltingsområde"
335,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-26,TG01-M005-26,"TG01-M005-26 Fjellnatur-preget leire-, silt-, sand og grusdominert breforland og snøavsmeltingsområde"
336,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-25,TG01-M005-25,"TG01-M005-25 Udifferensiert leire-, silt-, sand og grusdominert breforland og snøavsmeltingsområde"
337,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-24,TG01-M005-24,TG01-M005-24 Skogsmarkspreget hevet stein- og blokkstrand
338,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-23,TG01-M005-23,TG01-M005-23 Grasmarkspreget hevet stein- og blokkstrand
339,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-22,TG01-M005-22,TG01-M005-22 Rabbepreget hevet stein- og blokkstrand
340,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-21,TG01-M005-21,TG01-M005-21 Udifferensiert hevet stein- og blokkstrand
341,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-20,TG01-M005-20,TG01-M005-20 Skogsmarkspreget hevet grusstrand
342,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-19,TG01-M005-19,TG01-M005-19 Grasmarkspreget hevet grusstrand
343,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-36,TG01-M005-36,TG01-M005-36 Skogsmarkspreget historisk steinskred
344,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-35,TG01-M005-35,TG01-M005-35 Historisk steinskred
345,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-34,TG01-M005-34,TG01-M005-34 Skogsmarkspreget historisk skred av sand og grus
346,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-18,TG01-M005-18,TG01-M005-18 Rabbepreget hevet grusstrand
347,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-17,TG01-M005-17,TG01-M005-17 Udifferensiert hevet grusstrand
348,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-16,TG01-M005-16,TG01-M005-16 Skogsmarkspreget moreneblokkmark
349,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-15,TG01-M005-15,TG01-M005-15 Fjellnatur-preget moreneblokkmark
350,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-14,TG01-M005-14,TG01-M005-14 Udifferensiert moreneblokkmark
351,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-13,TG01-M005-13,TG01-M005-13 Snøleiepreget sterkt kalkrik stedegen stein- og blokkmark
352,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-12,TG01-M005-12,TG01-M005-12 Snøleiepreget kalkfattig til svakt kalkrik stedegen stein- og blokkmark
