fid,hovedtyper_fkey,langkode,kode_id,navn
70,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-15,MA06-M005-15,MA06-M005-15 Finmaterialrik til -dominert dy- og gytjebunn i intermediært vann
71,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-14,MA06-M005-14,MA06-M005-14 Noe finmaterialrik uorganisk grusbunn i intermediært vann
72,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-26,MA06-M005-26,MA06-M005-26 Afotisk skjellsandbunn
73,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-25,MA06-M005-25,MA06-M005-25 Afotisk finmaterialrik til -dominert dy- og gytjebunn i arktisk vann
74,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-24,MA06-M005-24,MA06-M005-24 Afotisk noe finmaterialrik uorganisk grusbunn i arktisk vann
75,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-23,MA06-M005-23,MA06-M005-23 Afotisk noe finmaterialrik uorganisk sandbunn i arktisk vann
76,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-22,MA06-M005-22,MA06-M005-22 Afotisk finmaterialfattig uorganisk grusbunn i arktisk vann
77,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-21,MA06-M005-21,MA06-M005-21 Afotisk finmaterialfattig uorganisk sandbunn i arktisk vann
78,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-13,MA06-M005-13,MA06-M005-13 Noe finmaterialrik uorganisk sandbunn i intermediært vann
79,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-12,MA06-M005-12,MA06-M005-12 Finmaterialfattig uorganisk grusbunn i intermediært vann
80,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-11,MA06-M005-11,MA06-M005-11 Finmaterialfattig uorganisk sandbunn i intermediært vann
81,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-10,MA06-M005-10,MA06-M005-10 Afotisk finmaterialrik til -dominert dy- og gytjebunn i atlantisk vann
82,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-09,MA06-M005-09,MA06-M005-09 Afotisk noe finmaterialrik uorganisk grusbunn i atlantisk vann
83,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-08,MA06-M005-08,MA06-M005-08 Afotisk noe finmaterialrik uorganisk sandbunn i atlantisk vann
84,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-07,MA06-M005-07,MA06-M005-07 Afotisk finmaterialfattig uorganisk grusbunn i atlantisk vann
85,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-06,MA06-M005-06,MA06-M005-06 Afotisk finmaterialfattig uorganisk sandbunn i atlantisk vann
86,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-05,MA06-M005-05,MA06-M005-05 Afotisk finmaterialrik til -dominert dy- og gytjebunn i kystvann
87,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-04,MA06-M005-04,MA06-M005-04 Afotisk noe finmaterialrik uorganisk grusbunn i kystvann
88,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-03,MA06-M005-03,MA06-M005-03 Afotisk noe finmaterialrik uorganisk sandbunn i kystvann
89,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-02,MA06-M005-02,MA06-M005-02 Afotisk finmaterialfattig uorganisk grusbunn i kystvann
90,310,NiN-3.0-T-C-PE-NA-MB-MA06-M005-01,MA06-M005-01,MA06-M005-01 Afotisk finmaterialfattig uorganisk sandbunn i kystvann
91,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-15,MA05-M005-15,MA05-M005-15 Eufotisk saltvanns-sedimentbunn av konsolidert leire
92,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-14,MA05-M005-14,MA05-M005-14 Eufotisk saltvanns-sedimentbunn av dy- og gytje
93,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-11,MA05-M005-11,MA05-M005-11 Finmaterialrik til -dominert saltvanns-sedimentbunn av leire og silt i rødalgebeltet
94,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-13,MA05-M005-13,MA05-M005-13 Eufotisk saltvanns-sedimentbunn av myrtorv
95,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-12,MA05-M005-12,MA05-M005-12 Eufotisk saltvanns-skjellsand-ruglbunn
96,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-06,MA05-M005-06,MA05-M005-06 Finmaterialrik til -dominert uorganisk saltvanns-sedimentbunn av leire og silt ovenfor rødalgebeltet
97,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-10,MA05-M005-10,MA05-M005-10 Noe finmaterialrik uorganisk saltvanns-grusbunn i rødalgebeltet
98,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-09,MA05-M005-09,MA05-M005-09 Noe finmaterialrik uorganisk saltvanns-sandbunn i rødalgebeltet
99,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-08,MA05-M005-08,MA05-M005-08 Finmaterialfattig uorganisk saltvanns-grusbunn i rødalgebeltet
100,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-07,MA05-M005-07,MA05-M005-07 Finmaterialfattig uorganisk saltvanns-sandbunn i rødalgebeltet
101,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-05,MA05-M005-05,MA05-M005-05 Noe finmaterialrik uorganisk saltvanns-grusbunn ovenfor rødalgebeltet
102,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-04,MA05-M005-04,MA05-M005-04 Noe finmaterialrik uorganisk saltvanns-sandbunn ovenfor rødalgebeltet
103,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-03,MA05-M005-03,MA05-M005-03 Finmaterialfattig uorganisk saltvanns-steinbunn ovenfor rødalgebeltet
104,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-02,MA05-M005-02,MA05-M005-02 Finmaterialfattig uorganisk saltvanns-grusbunn ovenfor rødalgebeltet
105,311,NiN-3.0-T-C-PE-NA-MB-MA05-M005-01,MA05-M005-01,MA05-M005-01 Finmaterialfattig uorganisk saltvanns-sandbunn ovenfor rødalgebeltet
106,312,NiN-3.0-T-C-PE-NA-MB-MA04-M005-10,MA04-M005-10,MA04-M005-10 Finmaterialfattig skjellsand- og ruglbunn i hydrolittoral
107,312,NiN-3.0-T-C-PE-NA-MB-MA04-M005-09,MA04-M005-09,MA04-M005-09 Noe finmaterialrik uorganisk marin sand- og grusbunn i øvre vannstrandbelte til midtre landstrandbelte
108,312,NiN-3.0-T-C-PE-NA-MB-MA04-M005-05,MA04-M005-05,MA04-M005-05 Finmaterialrik til -dominert uorganisk marin leire- og siltbunn i hydrolittoral til nederste geolittoral
109,312,NiN-3.0-T-C-PE-NA-MB-MA04-M005-11,MA04-M005-11,MA04-M005-11 Fjærebeltebunn av konsolidert leire
110,312,NiN-3.0-T-C-PE-NA-MB-MA04-M005-08,MA04-M005-08,MA04-M005-08 Finmaterialfattig uorganisk marin steinbunn i øvre vannstrandbelte til midtre landstrandbelte
111,312,NiN-3.0-T-C-PE-NA-MB-MA04-M005-07,MA04-M005-07,MA04-M005-07 Finmaterialfattig uorganisk marin grusbunn i øvre vannstrandbelte til marint landstrandbelte
112,312,NiN-3.0-T-C-PE-NA-MB-MA04-M005-06,MA04-M005-06,MA04-M005-06 Finmaterialfattig uorganisk marin sandbunn i øvre vannstrandbelte til midtre landstrandbelte
113,312,NiN-3.0-T-C-PE-NA-MB-MA04-M005-04,MA04-M005-04,MA04-M005-04 Noe finmaterialrik uorganisk marin sand- og grusbunn i nedre vannstrandbelte
114,312,NiN-3.0-T-C-PE-NA-MB-MA04-M005-03,MA04-M005-03,MA04-M005-03 Finmaterialfattig uorganisk marin steinbunn i nedre vannstrandbelte
115,312,NiN-3.0-T-C-PE-NA-MB-MA04-M005-02,MA04-M005-02,MA04-M005-02 Finmaterialfattig uorganisk marin grusbunn i nedre vannstrandbelte
116,312,NiN-3.0-T-C-PE-NA-MB-MA04-M005-01,MA04-M005-01,MA04-M005-01 Finmaterialfattig uorganisk marin sandbunn i nedre vannstrandbelte
117,313,NiN-3.0-T-C-PE-NA-MB-MA03-M005-11,MA03-M005-11,MA03-M005-11 Litt beskyttet til litt eksponert afotisk fastbunn i arktisk vann
118,313,NiN-3.0-T-C-PE-NA-MB-MA03-M005-10,MA03-M005-10,MA03-M005-10 Beskyttet afotisk fastbunn i arktisk vann
119,313,NiN-3.0-T-C-PE-NA-MB-MA03-M005-09,MA03-M005-09,MA03-M005-09 Litt beskyttet til litt eksponert fastbunn i dyphavsvann
120,313,NiN-3.0-T-C-PE-NA-MB-MA03-M005-08,MA03-M005-08,MA03-M005-08 Beskyttet fastbunn i dyphavsvann
121,313,NiN-3.0-T-C-PE-NA-MB-MA03-M005-07,MA03-M005-07,MA03-M005-07 Litt beskyttet til litt eksponert fastbunn i intermediært vann
122,313,NiN-3.0-T-C-PE-NA-MB-MA03-M005-06,MA03-M005-06,MA03-M005-06 Beskyttet fastbunn i intermediært vann
123,313,NiN-3.0-T-C-PE-NA-MB-MA03-M005-05,MA03-M005-05,MA03-M005-05 Litt beskyttet til litt eksponert afotisk fastbunn i atlantisk vann
124,313,NiN-3.0-T-C-PE-NA-MB-MA03-M005-04,MA03-M005-04,MA03-M005-04 Beskyttet afotisk fastbunn i atlantisk vann
125,313,NiN-3.0-T-C-PE-NA-MB-MA03-M005-03,MA03-M005-03,MA03-M005-03 Ganske eksponert afotisk fastbunn i kystvann
126,313,NiN-3.0-T-C-PE-NA-MB-MA03-M005-02,MA03-M005-02,MA03-M005-02 Moderat eksponert afotisk fastbunn i kystvann
127,313,NiN-3.0-T-C-PE-NA-MB-MA03-M005-01,MA03-M005-01,MA03-M005-01 Beskyttet afotisk fastbunn i kystvann
128,314,NiN-3.0-T-C-PE-NA-MB-MA02-M005-13,MA02-M005-13,MA02-M005-13 Moderat til ganske eksponert fast saltvannsbunn med store hulrom i rødalgebeltet
129,314,NiN-3.0-T-C-PE-NA-MB-MA02-M005-09,MA02-M005-09,MA02-M005-09 Beskyttet saltvannsbunn og bergvegg i rødalgebeltet
130,314,NiN-3.0-T-C-PE-NA-MB-MA02-M005-08,MA02-M005-08,MA02-M005-08 Ekstremt eksponert fast eufotisk saltvannsbunn
131,314,NiN-3.0-T-C-PE-NA-MB-MA02-M005-07,MA02-M005-07,MA02-M005-07 Butarebunn
132,314,NiN-3.0-T-C-PE-NA-MB-MA02-M005-14,MA02-M005-14,MA02-M005-14 Svært til ekstremt eksponert eufotisk fast saltvannsbunn med store hulrom
133,314,NiN-3.0-T-C-PE-NA-MB-MA02-M005-12,MA02-M005-12,MA02-M005-12 Moderat til ganske eksponert fast saltvannsbunn med store hulrom ovenfor rødalgebeltet
134,314,NiN-3.0-T-C-PE-NA-MB-MA02-M005-11,MA02-M005-11,MA02-M005-11 Ganske til svært eksponert saltvanns-rødalgebunn
135,314,NiN-3.0-T-C-PE-NA-MB-MA02-M005-10,MA02-M005-10,MA02-M005-10 Moderat eksponert saltvanns-rødalgebunn
136,314,NiN-3.0-T-C-PE-NA-MB-MA02-M005-06,MA02-M005-06,MA02-M005-06 Stortarebunn
137,314,NiN-3.0-T-C-PE-NA-MB-MA02-M005-05,MA02-M005-05,MA02-M005-05 Sukkertarebunn
138,314,NiN-3.0-T-C-PE-NA-MB-MA02-M005-04,MA02-M005-04,MA02-M005-04 Trådalgedominert saltvanns-fastbunn
139,314,NiN-3.0-T-C-PE-NA-MB-MA02-M005-03,MA02-M005-03,MA02-M005-03 Fingertarebunn
140,314,NiN-3.0-T-C-PE-NA-MB-MA02-M005-02,MA02-M005-02,MA02-M005-02 Sagtang-saltvannsbunn
141,314,NiN-3.0-T-C-PE-NA-MB-MA02-M005-01,MA02-M005-01,MA02-M005-01 Beskyttet fast saltvannsbunn og bergvegg ovenfor rødalgebeltet
142,315,NiN-3.0-T-C-PE-NA-MB-MA01-M005-04,MA01-M005-04,MA01-M005-04 Trådalgedominert fast saltvanns-fjærebeltebunn
143,315,NiN-3.0-T-C-PE-NA-MB-MA01-M005-03,MA01-M005-03,MA01-M005-03 Ganske til svært eksponert fast saltvanns-fjærebeltebunn i hydro- til geollittoral
144,315,NiN-3.0-T-C-PE-NA-MB-MA01-M005-02,MA01-M005-02,MA01-M005-02 Moderat eksponert fast saltvanns-fjærebeltebunn i hydro- til geollittoral
145,315,NiN-3.0-T-C-PE-NA-MB-MA01-M005-01,MA01-M005-01,MA01-M005-01 Beskyttet fast saltvanns-fjærebeltebunn i hydro- til geollittoral
146,316,NiN-3.0-T-C-PE-NA-MB-VC03-M005-02,VC03-M005-02,VC03-M005-02 Sterkt intermediær til litt kalkrik grunnkilde
147,316,NiN-3.0-T-C-PE-NA-MB-VC03-M005-03,VC03-M005-03,VC03-M005-03 Klart kalkrik grunnkilde
148,316,NiN-3.0-T-C-PE-NA-MB-VC03-M005-01,VC03-M005-01,VC03-M005-01 Litt kalkfattig til svakt intermediær svak eller ustabil grunnkilde
149,317,NiN-3.0-T-C-PE-NA-MB-VC02-M005-02,VC02-M005-02,VC02-M005-02 Sterkt intermediær til litt kalkrik torvmarkskilde
150,317,NiN-3.0-T-C-PE-NA-MB-VC02-M005-03,VC02-M005-03,VC02-M005-03 Temmelig til ekstremt kalkrik torvmarkskilde
151,317,NiN-3.0-T-C-PE-NA-MB-VC02-M005-01,VC02-M005-01,VC02-M005-01 Litt kalkfattig til svakt intermediær svak eller ustabil torvmarkskilde
152,318,NiN-3.0-T-C-PE-NA-MB-VC01-M005-02,VC01-M005-02,VC01-M005-02 Nedbørsmyr-tuenivå
153,318,NiN-3.0-T-C-PE-NA-MB-VC01-M005-03,VC01-M005-03,VC01-M005-03 Rabbepreget nedbørsmyr-myrtue på permafrost
154,318,NiN-3.0-T-C-PE-NA-MB-VC01-M005-01,VC01-M005-01,VC01-M005-01 Nedbørsmyr-mykmatte og fastmatte
155,319,NiN-3.0-T-C-PE-NA-MB-VB01-M005-04,VB01-M005-04,"VB01-M005-04 Klart kalkrik kildesumpskogsmark, myr- og sumpskogsmark"
156,319,NiN-3.0-T-C-PE-NA-MB-VB01-M005-03,VB01-M005-03,"VB01-M005-03 Sterkt intermediær til litt kalkrik kildesumpskogsmark, myr- og sumpskogsmark"
157,319,NiN-3.0-T-C-PE-NA-MB-VB01-M005-02,VB01-M005-02,"VB01-M005-02 Litt kalkfattig til svakt intermediær kildesumpskogsmark, myr- og sumpskogsmark"
158,319,NiN-3.0-T-C-PE-NA-MB-VB01-M005-01,VB01-M005-01,VB01-M005-01 Svært til temmelig kalkfattig myr- og sumpskogsmark
159,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-15,VA01-M005-15,VA01-M005-15 Sterkt intermediær til litt kalkrikt tuenivå i myrkant
160,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-14,VA01-M005-14,VA01-M005-14 Sterkt intermediær til litt kalkrikt mattenivå i myrkant
161,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-13,VA01-M005-13,VA01-M005-13 Litt kalkfattig til svakt intermediært tuenivå i myrkant
162,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-18,VA01-M005-18,VA01-M005-18 Temmelig til ekstremt kalkrikt nedre tuenivå i myrkant
163,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-17,VA01-M005-17,VA01-M005-17 Ekstremt kalkrikt mattenivå i myrkant
164,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-16,VA01-M005-16,VA01-M005-16 Temmelig kalkrikt mattenivå i myrkant
165,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-09,VA01-M005-09,VA01-M005-09 Ekstremt kalkrik mykmatte til øvre fastmatte
166,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-08,VA01-M005-08,VA01-M005-08 Temmelig til ekstremt kalkrikt nedre tuenivå
167,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-07,VA01-M005-07,VA01-M005-07 Temmelig kalkrik mykmatte til øvre fastmatte
168,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-19,VA01-M005-19,VA01-M005-19 Kalkrikt mattenivå i myrkant med saltpåvirkning
169,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-12,VA01-M005-12,VA01-M005-12 Litt kalkfattig til svakt intermediært mattenivå i myrkant
170,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-11,VA01-M005-11,VA01-M005-11 Temmelig til svært kalkfattig tuenivå i myrkant
171,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-10,VA01-M005-10,VA01-M005-10 Temmelig til svært kalkfattig mattenivå i myrkant
172,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-06,VA01-M005-06,VA01-M005-06 Sterkt intermediær til litt kalkrikt nedre tuenivå
173,320,NiN-3.0-T-C-PE-NA-MB-VA01-M005-05,VA01-M005-05,VA01-M005-05 Sterkt intermediær til litt kalkrik mykmatte til øvre fastmatte
